,brand,3G,4G,5G,Announced,Weight,Length,Width,Diameter,Display Type,Display Size,ppi,body ratio,OS,battery_capacity,Price,CPU,pixel,Loudspeaker,3.5mm jack,Chipset,RAM,Storage,Micro-SIM,Mini-SIM,Nano-SIM,eSIM,ratio_1,ratio_2
748,5,True,False,False,2013,335.0,193.8,121.3,9.5,1,7.0,170.0,58.7,0,4100.0,180.0,4.0,614400.0,True,True,3,1.0,8.0,False,True,False,False,16.0,9.0
755,5,True,False,False,2013,140.0,125.2,65.2,12.0,1,4.0,233.0,55.8,0,1730.0,170.0,2.0,384000.0,True,True,6,0.5,4.0,False,True,False,False,5.0,3.0
764,5,True,True,False,2012,135.0,132.5,65.4,9.9,6,4.3,256.0,58.8,0,2000.0,150.0,2.0,518400.0,True,True,6,1.0,4.0,False,True,False,False,16.0,9.0
567,5,True,True,True,2020,230.0,162.9,75.5,8.8,3,6.76,456.0,94.1,0,4400.0,1400.0,8.0,3725568.0,False,False,3,8.0,256.0,False,False,True,False,5.0,9.0
1909,12,True,False,False,2012,149.0,125.0,63.0,11.9,7,4.0,245.0,56.0,0,1930.0,190.0,2.0,409920.0,True,True,6,1.0,4.0,False,True,False,False,16.0,9.0
1652,12,True,True,False,2023,176.0,159.9,73.9,8.1,0,6.43,409.0,84.5,0,5000.0,187.18,8.0,2592000.0,False,True,4,6.0,64.0,False,False,True,False,20.0,9.0
1886,12,True,True,False,2016,144.0,139.3,69.6,8.5,1,5.0,294.0,71.1,0,4100.0,150.0,8.0,921600.0,True,True,6,3.0,32.0,False,False,True,False,16.0,9.0
1766,12,True,True,True,2021,199.0,161.2,77.3,9.1,1,6.53,395.0,84.0,0,5000.0,156.33,8.0,2527200.0,False,True,4,4.0,64.0,False,False,True,False,5.0,9.0
1690,12,True,True,True,2022,201.0,163.6,74.6,8.2,0,6.73,521.0,89.6,0,5160.0,570.0,8.0,4608000.0,False,False,4,8.0,128.0,False,False,True,False,20.0,9.0
1613,13,True,True,False,2013,110.0,142.0,70.0,6.9,1,5.0,441.0,69.3,0,1780.0,430.0,4.0,2073600.0,True,True,6,2.0,16.0,False,True,False,False,16.0,9.0
300,3,True,False,False,2015,97.0,139.8,67.4,5.1,0,4.8,306.0,67.4,0,2100.0,190.0,8.0,921600.0,True,True,4,1.0,16.0,True,False,False,False,16.0,9.0
1273,9,True,True,False,2017,140.0,143.4,71.4,8.5,1,5.0,294.0,67.3,0,2630.0,100.0,4.0,921600.0,True,True,4,2.0,16.0,False,False,True,False,16.0,9.0
1656,12,True,True,False,2023,192.0,164.9,76.8,9.1,1,6.52,269.0,81.0,0,5000.0,67.0,8.0,1152000.0,True,True,4,2.0,32.0,False,False,True,False,20.0,9.0
1615,13,True,True,False,2012,142.0,133.9,65.7,9.7,1,4.5,326.0,63.5,0,1780.0,360.0,2.0,921600.0,True,True,6,1.0,8.0,False,True,False,False,16.0,9.0
944,7,True,False,False,2014,129.0,139.8,69.9,8.1,1,5.0,294.0,70.5,0,2150.0,170.0,4.0,921600.0,True,True,6,1.0,8.0,False,True,False,False,16.0,9.0
315,3,True,False,False,2014,144.0,144.0,74.0,9.0,1,5.0,294.0,64.7,0,2000.0,140.0,4.0,921600.0,True,True,4,1.0,4.0,True,False,False,False,16.0,9.0
1834,12,True,True,False,2019,191.0,156.7,74.3,8.8,6,6.39,403.0,86.1,0,4000.0,260.0,8.0,2527200.0,True,True,6,6.0,64.0,False,False,True,False,5.0,9.0
453,4,True,False,False,2013,120.0,131.8,66.2,10.1,7,4.3,217.0,60.3,0,1650.0,160.0,2.0,384000.0,True,True,6,0.5,4.0,True,False,False,False,5.0,3.0
601,5,True,True,False,2019,206.0,163.1,77.2,8.8,1,6.59,391.0,84.7,0,4000.0,290.0,8.0,2527200.0,True,True,3,6.0,128.0,False,False,True,False,5.0,9.0
175,2,True,True,False,2017,175.0,156.9,75.6,7.6,0,5.5,401.0,70.3,0,3600.0,350.0,8.0,2073600.0,False,True,6,6.0,64.0,False,False,True,False,16.0,9.0
1338,11,True,True,False,2018,236.0,158.0,80.0,11.9,1,5.8,765.0,72.4,0,3540.0,460.0,8.0,8294400.0,False,False,6,6.0,64.0,False,False,True,False,16.0,9.0
2345,10,True,False,False,2010,118.0,122.4,64.2,9.9,6,4.0,233.0,58.0,0,1500.0,170.0,5.847807757166947,384000.0,True,True,1,0.5,16.0,False,True,False,False,5.0,3.0
37,0,True,True,False,2016,157.0,152.6,76.4,8.2,1,5.5,401.0,71.5,0,3000.0,140.0,8.0,2073600.0,True,True,4,2.0,16.0,True,False,False,False,16.0,9.0
123,1,True,True,False,2016,188.0,158.2,77.9,7.3,1,5.5,401.0,67.7,2,2900.0,320.0,4.0,2073600.0,False,False,0,3.0,32.0,False,False,True,False,16.0,9.0
1231,9,True,False,False,2021,191.0,169.9,77.9,8.8,1,6.52,269.0,77.5,0,3000.0,80.0,4.0,1152000.0,True,True,7,1.0,16.0,False,False,True,False,20.0,9.0
394,4,True,True,False,2016,161.0,145.9,71.9,9.0,2,5.2,565.0,71.1,0,3000.0,250.0,8.0,3686400.0,False,True,6,3.0,32.0,False,False,True,False,16.0,9.0
1569,13,True,True,False,2016,135.0,148.2,72.5,6.8,6,5.2,424.0,69.4,0,2200.0,250.0,8.0,2073600.0,True,True,6,3.0,64.0,False,False,True,False,16.0,9.0
1720,12,True,True,True,2022,204.0,163.7,76.2,8.3,0,6.67,395.0,86.1,0,4500.0,300.0,8.0,2592000.0,False,True,4,6.0,128.0,False,False,True,False,20.0,9.0
39,0,True,True,False,2016,149.0,153.9,75.4,7.0,0,5.5,534.0,71.9,0,3000.0,220.0,8.0,3686400.0,False,True,6,3.0,32.0,False,False,True,False,16.0,9.0
462,4,True,True,False,2013,143.0,137.4,68.2,9.3,2,4.7,469.0,65.0,0,2300.0,270.0,4.0,2073600.0,False,True,6,2.0,32.0,True,False,False,False,16.0,9.0
985,7,True,False,False,2013,155.0,133.5,68.9,11.5,1,4.5,218.0,60.7,0,2000.0,120.0,2.0,409920.0,True,True,4,0.5,4.0,False,True,False,False,16.0,9.0
900,7,True,True,False,2016,166.0,143.5,71.8,9.0,1,5.0,196.0,66.9,0,2300.0,90.0,4.0,409920.0,True,True,6,1.0,8.0,True,False,False,False,16.0,9.0
331,3,True,False,False,2013,145.0,144.0,73.0,8.9,1,5.0,294.0,65.6,0,2000.0,230.0,4.0,921600.0,True,True,4,1.0,16.0,False,True,False,False,16.0,9.0
1541,13,True,True,False,2017,330.0,215.0,125.0,9.4,1,8.0,189.0,69.1,0,4620.0,160.0,4.0,1024000.0,True,True,6,1.0,8.0,True,False,False,False,16.0,10.0
194,2,True,True,False,2016,151.0,151.5,76.7,7.8,1,5.5,401.0,71.8,0,3000.0,280.0,8.0,2073600.0,True,True,6,4.0,64.0,False,False,True,False,16.0,9.0
2207,10,True,True,False,2014,110.3,130.1,65.5,6.9,6,4.5,245.0,65.5,0,1900.0,230.0,4.0,518400.0,True,True,6,1.0,16.0,False,False,True,False,16.0,9.0
2232,10,True,False,False,2014,132.0,136.6,70.8,8.6,6,4.8,306.0,65.7,0,2100.0,300.0,4.0,921600.0,True,True,6,1.5,16.0,True,False,False,False,16.0,9.0
634,5,True,True,False,2019,168.0,158.9,76.9,8.1,1,6.26,269.0,80.0,0,4000.0,180.0,8.0,1094400.0,True,True,6,3.0,32.0,False,False,True,False,19.0,9.0
322,3,True,False,False,2013,128.0,146.0,70.6,9.4,7,5.0,196.0,66.8,0,2000.0,100.0,2.0,409920.0,True,True,4,0.5,4.0,False,True,False,False,16.0,9.0
1864,12,True,True,False,2018,190.0,161.6,75.4,9.3,1,5.99,403.0,76.0,0,4000.0,400.0,8.0,2332800.0,False,False,6,6.0,64.0,False,False,True,False,18.0,9.0
266,3,True,False,False,2022,175.0,145.9,73.5,9.8,1,5.0,196.0,64.2,0,2000.0,50.0,4.0,409920.0,True,True,4,1.0,32.0,False,False,True,False,16.0,9.0
1055,8,True,True,False,2017,166.5,154.0,75.8,9.3,1,5.2,423.0,64.2,0,4100.0,200.0,8.0,2073600.0,True,True,6,2.0,32.0,False,False,True,False,16.0,9.0
1928,10,True,True,True,2023,196.0,157.8,76.2,7.6,0,6.6,393.0,87.6,0,4700.0,844.99,8.0,2527200.0,False,False,6,8.0,256.0,False,False,False,True,5.0,9.0
579,5,True,True,True,2020,192.0,160.0,75.3,8.4,1,6.5,405.0,84.7,0,4000.0,250.0,8.0,2592000.0,True,True,4,6.0,128.0,False,False,True,False,20.0,9.0
1334,11,True,True,False,2019,162.0,156.0,68.0,8.4,1,6.0,457.0,79.3,0,2870.0,280.0,8.0,2721600.0,True,True,6,3.0,64.0,False,False,True,False,21.0,9.0
1869,12,True,True,False,2017,150.0,153.0,76.2,7.6,1,5.5,267.0,71.5,0,3080.0,90.0,4.0,921600.0,True,True,6,2.0,16.0,False,False,True,False,16.0,9.0
1995,10,True,True,False,2020,196.0,164.2,75.9,9.1,2,6.5,270.0,81.8,0,5000.0,77.84,8.0,1152000.0,True,True,6,1.0,16.0,False,False,True,False,20.0,9.0
1904,12,True,True,False,2014,149.0,139.2,68.5,8.9,1,5.0,441.0,72.3,0,3080.0,230.0,4.0,2073600.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
2168,10,True,True,False,2015,155.0,144.8,71.0,7.3,6,5.2,424.0,72.5,0,2900.0,160.0,8.0,2073600.0,True,True,6,2.0,16.0,False,False,True,False,16.0,9.0
1903,12,True,True,False,2014,185.0,154.0,78.7,9.5,1,5.5,267.0,68.8,0,3100.0,160.0,4.0,921600.0,True,True,6,2.0,8.0,False,True,False,False,16.0,9.0
2245,10,True,False,False,2014,732.0,295.6,204.0,8.0,2,12.2,247.0,71.6,0,9500.0,470.0,8.0,4096000.0,False,True,1,3.0,32.0,True,False,False,False,16.0,10.0
981,7,True,False,False,2013,176.0,143.0,74.2,9.3,1,5.0,220.0,65.0,0,2250.0,230.0,2.0,518400.0,True,True,4,1.0,4.0,False,True,False,False,16.0,9.0
1964,10,True,True,False,2021,196.0,164.2,75.9,9.1,2,6.5,270.0,81.8,0,5000.0,99.99,8.0,1152000.0,True,True,4,2.0,32.0,False,False,True,False,20.0,9.0
1255,9,True,True,False,2019,181.0,159.4,76.2,8.6,1,6.26,269.0,80.5,0,4000.0,140.0,4.0,1094400.0,True,True,6,2.0,16.0,False,False,True,False,19.0,9.0
1342,11,True,True,False,2018,171.0,142.0,70.0,9.7,1,5.2,424.0,75.0,0,3300.0,200.0,8.0,2073600.0,True,True,6,3.0,32.0,False,False,True,False,16.0,9.0
2280,10,True,True,False,2012,136.0,132.6,69.3,9.1,6,4.5,207.0,62.7,0,2000.0,160.0,2.0,384000.0,True,True,6,1.0,8.0,True,False,False,False,5.0,3.0
932,7,True,True,False,2015,140.0,152.6,76.2,8.0,1,5.5,267.0,71.7,0,2900.0,150.0,8.0,921600.0,True,True,4,2.0,8.0,True,False,False,False,16.0,9.0
572,5,True,True,False,2020,206.0,165.7,76.9,9.3,1,6.67,395.0,84.3,0,5000.0,230.0,8.0,2592000.0,True,True,3,4.0,64.0,False,False,True,False,20.0,9.0
941,7,True,True,False,2014,128.0,141.0,70.5,7.9,1,5.0,294.0,69.3,0,2300.0,80.0,4.0,921600.0,True,True,6,1.0,16.0,True,False,False,False,16.0,9.0
2053,10,True,True,False,2019,196.0,162.3,77.2,7.9,0,6.8,498.0,91.0,0,4300.0,278.17,8.0,4377600.0,False,False,6,12.0,256.0,False,False,True,False,19.0,9.0
2128,10,True,True,False,2016,126.0,121.6,63.1,10.8,7,4.0,233.0,59.4,0,1500.0,110.0,4.0,384000.0,True,True,7,1.0,8.0,True,False,False,False,5.0,3.0
1080,8,True,True,False,2016,157.0,144.6,71.5,8.7,1,5.0,294.0,66.7,0,2125.0,120.0,4.0,921600.0,True,True,4,1.5,8.0,False,False,True,False,16.0,9.0
1247,9,True,True,False,2019,183.0,157.7,75.4,8.7,1,6.2,271.0,80.7,0,4000.0,120.0,4.0,1094400.0,True,True,4,2.0,32.0,False,False,True,False,19.0,9.0
940,7,True,True,False,2015,140.0,146.3,71.0,7.0,1,5.3,416.0,74.6,0,2410.0,330.0,8.0,2073600.0,True,True,6,2.0,32.0,False,False,True,False,16.0,9.0
961,7,True,False,False,2014,360.0,217.0,136.0,8.9,1,8.0,189.0,62.9,0,4200.0,140.0,4.0,1024000.0,False,True,4,1.0,8.0,True,False,False,False,16.0,10.0
53,0,True,True,False,2014,147.0,132.5,65.4,9.9,7,4.5,218.0,64.4,0,2000.0,180.0,4.0,409920.0,True,True,6,1.0,8.0,True,False,False,False,16.0,9.0
772,5,True,False,False,2012,150.0,129.0,64.0,10.9,1,4.5,326.0,67.6,0,2600.0,260.0,4.0,921600.0,True,True,3,1.0,8.0,False,True,False,False,16.0,9.0
1269,9,True,True,False,2018,131.0,133.6,67.8,9.5,1,4.5,218.0,61.6,0,2150.0,100.0,4.0,409920.0,True,True,4,1.0,8.0,False,False,True,False,16.0,9.0
2013,10,True,True,False,2020,168.0,156.9,75.8,7.8,2,6.2,271.0,80.7,0,4000.0,110.0,8.0,1094400.0,True,True,4,3.0,32.0,False,False,True,False,19.0,9.0
1344,11,True,True,False,2017,155.0,148.0,73.4,7.4,1,5.2,424.0,68.6,0,2700.0,260.0,8.0,2073600.0,False,True,6,4.0,64.0,False,False,True,False,16.0,9.0
505,4,True,False,False,2011,170.1,127.0,66.0,11.9,2,4.3,256.0,60.8,0,1730.0,220.0,2.0,518400.0,True,True,6,1.0,4.0,False,True,False,False,16.0,9.0
752,5,True,False,False,2013,120.0,117.0,62.0,12.4,7,3.5,165.0,50.3,0,1700.0,70.0,5.847807757166947,153600.0,True,True,6,0.25,0.5,False,True,False,False,3.0,2.0
1237,9,True,True,False,2020,180.0,150.6,71.6,9.1,1,5.45,295.0,71.1,0,3000.0,140.0,4.0,1036800.0,True,True,4,2.0,16.0,False,False,True,False,18.0,9.0
1963,10,True,True,True,2021,205.0,164.2,76.1,9.1,7,6.5,270.0,81.6,0,5000.0,220.0,8.0,1152000.0,True,True,4,6.0,128.0,False,False,True,False,20.0,9.0
1389,11,True,True,False,2014,149.7,156.2,78.7,7.6,1,5.5,267.0,67.8,0,2500.0,190.0,4.0,921600.0,True,True,6,1.0,8.0,True,False,False,False,16.0,9.0
1684,12,True,True,False,2022,178.8,160.5,74.5,8.3,6,6.43,409.0,83.5,0,5000.0,300.0,8.0,2592000.0,False,True,4,6.0,64.0,False,False,True,False,20.0,9.0
1165,8,True,True,False,2012,132.0,111.0,61.0,11.7,7,3.5,165.0,53.9,0,1700.0,110.0,2.0,153600.0,True,True,6,1.0,8.0,True,False,False,False,3.0,2.0
365,4,True,True,False,2020,201.0,162.0,77.0,9.4,1,6.5,396.0,83.1,0,5000.0,660.0,8.0,2527200.0,True,True,6,6.0,128.0,False,False,True,False,5.0,9.0
907,7,True,True,False,2016,189.0,152.9,75.6,9.9,1,5.5,401.0,72.1,0,4900.0,260.0,8.0,2073600.0,True,True,6,3.0,32.0,False,False,True,False,16.0,9.0
1383,11,True,True,False,2014,152.0,146.0,72.0,7.3,1,5.2,424.0,70.9,0,3100.0,400.0,4.0,2073600.0,False,True,6,3.0,16.0,False,False,True,False,16.0,9.0
309,3,True,False,False,2014,166.0,156.0,77.6,8.9,1,5.5,200.0,68.9,0,2350.0,130.0,4.0,518400.0,True,True,4,1.0,4.0,False,True,False,False,16.0,9.0
1200,9,True,True,False,2023,172.0,160.8,74.0,8.5,1,6.3,273.0,81.9,0,3000.0,100.0,8.0,1123200.0,True,True,4,3.0,32.0,False,False,True,False,5.0,9.0
2167,10,True,True,False,2015,172.0,151.5,74.1,7.3,6,5.5,401.0,74.3,0,3300.0,190.0,8.0,2073600.0,True,True,6,3.0,16.0,False,False,True,False,16.0,9.0
583,5,True,True,True,2020,189.0,162.3,75.0,8.6,1,6.5,405.0,83.8,0,4000.0,190.0,8.0,2592000.0,True,True,3,6.0,128.0,False,False,True,False,20.0,9.0
1175,8,True,False,False,2012,125.0,118.3,66.5,9.5,1,4.0,144.0,60.6,0,1500.0,120.0,5.847807757166947,153600.0,True,True,6,0.5,4.0,False,True,False,False,3.0,2.0
771,5,False,True,False,2012,140.0,122.0,61.0,10.7,7,3.5,165.0,49.0,0,1880.0,110.0,5.847807757166947,153600.0,True,True,6,0.5,0.146484375,False,True,False,False,3.0,2.0
2196,10,True,True,False,2015,138.0,143.4,70.5,6.8,6,5.1,577.0,70.7,0,2550.0,240.0,8.0,3686400.0,True,True,1,3.0,32.0,False,False,True,False,16.0,9.0
1436,13,True,True,False,2023,207.0,165.0,76.1,8.3,1,6.6,400.0,83.6,0,5000.0,120.0,8.0,2600640.0,True,True,7,8.0,128.0,False,False,True,False,20.0,9.0
152,2,True,True,True,2022,169.0,146.5,68.1,9.1,6,5.9,445.0,84.6,0,4300.0,493.36,8.0,2592000.0,False,True,6,6.0,128.0,False,False,True,False,20.0,9.0
2100,10,True,True,False,2018,175.0,151.7,77.2,8.1,6,5.5,267.0,71.2,0,3000.0,140.0,4.0,921600.0,True,True,1,2.0,16.0,True,False,False,False,16.0,9.0
2045,10,True,True,False,2019,183.0,163.3,77.5,8.0,1,6.5,264.0,81.9,0,4000.0,250.0,8.0,1123200.0,True,True,6,2.0,32.0,False,False,True,False,5.0,9.0
1910,10,True,True,True,2024,232.0,162.3,79.0,8.6,0,6.8,505.0,88.5,0,5000.0,1299.0,5.847807757166947,4492800.0,False,False,6,12.0,256.0,False,False,False,True,5.0,9.0
856,7,True,True,True,2019,185.0,157.5,74.6,8.7,6,6.39,403.0,85.3,0,4000.0,400.0,8.0,2527200.0,True,True,6,6.0,128.0,False,False,True,False,5.0,9.0
1607,13,True,True,False,2014,130.0,139.0,69.0,6.6,1,5.0,441.0,71.9,0,2300.0,200.0,4.0,2073600.0,True,True,6,2.0,16.0,False,True,False,False,16.0,9.0
318,3,True,False,False,2013,155.0,146.0,73.0,9.7,1,5.0,196.0,64.6,0,2000.0,90.0,2.0,409920.0,True,True,4,0.5,4.0,False,True,False,False,16.0,9.0
1989,10,True,True,True,2021,169.0,151.7,71.2,7.9,0,6.2,421.0,87.2,0,4000.0,295.35,8.0,2592000.0,False,False,6,8.0,128.0,False,False,False,True,20.0,9.0
1036,8,True,True,False,2018,172.0,160.1,77.7,8.4,1,6.2,389.0,80.2,0,3300.0,300.0,8.0,2332800.0,True,True,6,4.0,64.0,False,False,True,False,18.0,9.0
973,7,True,False,False,2013,146.0,132.0,66.7,9.9,1,4.5,218.0,63.4,0,2000.0,110.0,2.0,409920.0,True,True,4,0.5,4.0,False,True,False,False,16.0,9.0
1897,12,True,True,False,2015,133.0,134.0,67.0,9.0,1,4.7,312.0,67.8,0,2200.0,120.0,4.0,921600.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
1220,9,True,True,True,2021,220.0,173.8,77.7,8.9,1,6.82,252.0,84.5,0,5000.0,180.0,8.0,1123200.0,True,True,6,4.0,64.0,False,False,True,False,5.0,9.0
965,7,True,False,False,2014,190.0,149.5,77.0,10.3,1,5.3,277.0,67.3,0,4000.0,250.0,4.0,921600.0,True,True,4,2.0,16.0,True,False,False,False,16.0,9.0
1037,8,True,True,False,2018,162.0,148.7,75.3,8.7,1,5.3,277.0,69.2,0,3000.0,140.0,8.0,921600.0,True,True,4,2.0,16.0,False,False,True,False,16.0,9.0
1352,11,True,True,False,2016,135.0,129.0,65.0,9.5,1,4.6,319.0,69.6,0,2700.0,220.0,6.0,921600.0,False,True,6,3.0,32.0,False,False,True,False,16.0,9.0
343,3,True,False,False,2012,137.0,120.0,60.0,11.3,1,3.8,246.0,57.1,0,1600.0,130.0,5.847807757166947,384000.0,True,True,6,0.5,1.0,False,True,False,False,5.0,3.0
1232,9,True,True,False,2021,178.0,166.4,76.7,8.7,1,6.52,269.0,80.4,0,4000.0,90.0,4.0,1152000.0,True,True,6,1.0,16.0,False,False,True,False,20.0,9.0
398,4,True,True,False,2016,140.0,146.9,70.9,8.3,2,5.0,294.0,66.2,0,2200.0,170.0,4.0,921600.0,True,True,6,1.5,16.0,False,False,True,False,16.0,9.0
584,5,True,True,False,2020,192.0,158.0,73.4,8.4,3,6.47,398.0,88.6,0,4200.0,820.0,8.0,2527200.0,True,False,3,6.0,128.0,False,False,True,False,5.0,9.0
704,5,True,True,False,2016,500.0,239.8,172.8,7.4,1,10.1,224.0,71.4,0,6660.0,250.0,8.0,2304000.0,False,True,3,2.0,16.0,True,False,False,False,16.0,10.0
1935,10,True,True,False,2022,195.0,164.7,76.7,9.1,2,6.5,270.0,80.7,0,5000.0,105.97,8.0,1152000.0,True,True,1,3.0,32.0,False,False,True,False,20.0,9.0
1423,11,True,False,False,2012,110.0,113.0,59.4,9.9,7,3.5,165.0,54.3,0,1500.0,150.0,5.847807757166947,153600.0,True,True,6,0.5,4.0,False,True,False,False,3.0,2.0
292,3,True,True,False,2018,188.0,160.0,76.8,8.2,1,6.0,268.0,75.6,0,4010.0,260.0,8.0,1036800.0,True,True,4,4.0,64.0,False,False,True,False,18.0,9.0
1614,13,True,False,False,2012,127.6,118.6,62.5,13.9,7,3.2,180.0,41.1,0,1500.0,100.0,5.847807757166947,153600.0,True,True,6,0.5,1.0,False,True,False,False,3.0,2.0
1954,10,True,True,True,2022,503.0,253.8,165.3,6.3,7,11.0,274.0,83.6,0,8000.0,940.0,8.0,4096000.0,False,False,6,8.0,128.0,False,False,True,False,16.0,10.0
2113,10,True,True,False,2017,195.0,162.5,74.8,8.6,6,6.3,521.0,83.2,0,3300.0,500.0,8.0,4262400.0,True,True,6,6.0,64.0,False,False,True,False,5.0,9.0
1552,13,True,True,False,2017,189.0,155.0,76.2,9.8,1,5.5,401.0,70.6,0,5000.0,150.0,8.0,2073600.0,True,True,4,4.0,32.0,False,False,True,False,16.0,9.0
141,1,True,True,False,2012,112.0,123.8,58.6,7.6,1,4.0,326.0,60.8,2,1440.0,340.0,2.0,727040.0,True,True,0,1.0,16.0,False,False,True,False,16.0,9.0
1226,9,True,True,True,2021,220.0,168.9,79.7,9.1,1,6.67,395.0,79.8,0,4470.0,180.6,8.0,2592000.0,True,True,6,6.0,128.0,False,False,True,False,20.0,9.0
2,0,True,True,False,2021,134.0,137.6,65.7,9.8,7,5.0,215.0,71.4,0,2000.0,60.0,4.0,460800.0,True,True,4,1.0,8.0,False,False,True,False,18.0,9.0
1692,12,True,True,False,2022,192.0,162.0,75.5,9.6,2,6.5,405.0,83.4,0,6000.0,160.0,8.0,2592000.0,False,True,4,4.0,64.0,False,False,True,False,20.0,9.0
576,5,True,True,True,2020,188.0,165.2,76.0,9.2,1,6.6,266.0,83.8,0,5000.0,210.0,8.0,1152000.0,True,True,4,4.0,64.0,False,False,True,False,20.0,9.0
1558,13,True,True,False,2016,153.0,147.5,71.0,7.8,0,5.2,423.0,71.5,0,2705.0,220.0,8.0,2073600.0,False,True,6,3.0,32.0,False,False,True,False,16.0,9.0
339,3,True,False,False,2012,105.0,104.0,56.0,13.0,7,3.2,125.0,54.4,0,1280.0,70.0,5.847807757166947,76800.0,True,True,4,0.25,0.5,False,True,False,False,4.0,3.0
358,4,True,True,True,2021,205.0,167.1,78.1,9.4,1,6.7,393.0,83.0,0,5000.0,350.0,8.0,2592000.0,True,False,6,8.0,128.0,False,False,True,False,20.0,9.0
265,3,True,True,False,2022,202.0,164.8,76.3,8.9,1,6.5,270.0,81.1,0,5000.0,170.0,8.0,1152000.0,True,True,4,4.0,128.0,False,False,True,False,20.0,9.0
376,4,True,True,False,2018,185.0,157.9,75.0,8.5,2,6.0,402.0,78.4,0,3930.0,300.0,8.0,2332800.0,True,False,6,4.0,64.0,False,False,True,False,18.0,9.0
1467,13,True,True,True,2022,235.0,166.3,77.1,10.0,0,6.8,387.0,87.1,0,5000.0,800.0,8.0,2592000.0,False,True,6,8.0,128.0,False,False,True,False,20.0,9.0
2010,10,True,True,True,2020,575.0,285.0,185.0,5.7,6,12.4,266.0,84.6,0,10090.0,900.0,8.0,4905600.0,False,False,6,6.0,128.0,False,False,True,False,16.0,10.0
439,4,True,False,False,2014,160.0,140.0,72.0,9.7,1,5.0,220.0,68.4,0,1950.0,160.0,4.0,518400.0,True,True,6,1.0,4.0,False,True,False,False,16.0,9.0
271,3,True,True,False,2020,185.0,164.6,76.5,8.8,1,6.5,270.0,81.0,0,4000.0,120.0,8.0,1152000.0,True,True,4,4.0,64.0,False,False,True,False,20.0,9.0
1950,10,True,True,True,2022,195.0,157.4,75.8,7.6,0,6.6,393.0,88.3,0,4500.0,620.01,8.0,2527200.0,False,False,6,8.0,128.0,False,False,False,True,5.0,9.0
1404,11,True,False,False,2013,153.0,141.5,74.2,8.9,7,5.0,220.0,65.6,0,2390.0,220.0,4.0,518400.0,True,True,4,1.0,4.0,True,False,False,False,16.0,9.0
244,2,True,False,False,2014,196.0,166.9,84.3,9.9,1,6.0,245.0,70.5,0,3230.0,200.0,2.0,921600.0,True,True,2,2.0,16.0,True,False,False,False,16.0,9.0
1513,13,True,True,False,2019,157.0,145.8,70.0,9.6,1,5.45,295.0,75.1,0,2600.0,80.0,8.0,1036800.0,True,True,7,2.0,16.0,False,False,True,False,18.0,9.0
1090,8,True,True,False,2015,489.0,254.3,161.1,7.8,1,10.1,224.0,72.2,0,7400.0,250.0,4.0,2304000.0,True,True,6,2.0,16.0,True,False,False,False,16.0,10.0
1041,8,True,True,False,2018,145.0,143.8,69.3,8.4,1,5.5,442.0,77.3,0,3000.0,150.0,8.0,2332800.0,True,True,6,3.0,32.0,False,False,True,False,18.0,9.0
1121,8,True,False,False,2014,126.0,127.2,66.8,9.6,1,4.3,217.0,61.9,0,2100.0,150.0,2.0,384000.0,True,True,6,1.0,4.0,False,True,False,False,5.0,3.0
1321,11,True,True,True,2021,211.0,166.0,72.0,8.9,3,6.5,643.0,82.5,0,4500.0,930.43,8.0,6312960.0,False,True,6,12.0,512.0,False,False,True,False,21.0,9.0
1398,11,True,False,False,2014,171.8,165.2,83.8,7.7,1,6.0,245.0,71.7,0,3000.0,280.0,4.0,921600.0,True,True,6,1.0,8.0,True,False,False,False,16.0,9.0
607,5,True,True,True,2019,198.0,158.1,73.1,9.3,3,6.53,409.0,94.1,0,4500.0,1700.0,8.0,2822400.0,False,False,3,12.0,512.0,False,False,True,False,5.0,9.0
415,4,True,True,False,2015,150.0,156.5,76.5,7.5,1,5.5,534.0,69.7,0,2800.0,320.0,8.0,3686400.0,False,True,4,3.0,32.0,False,False,True,False,16.0,9.0
273,3,True,False,False,2020,144.0,143.0,73.0,10.1,1,5.0,294.0,66.0,0,2000.0,50.0,4.0,921600.0,True,True,4,1.0,8.0,False,False,True,False,16.0,9.0
1689,12,True,True,True,2022,179.0,152.7,69.9,8.2,0,6.28,419.0,89.2,0,4500.0,570.0,8.0,2592000.0,False,False,6,8.0,128.0,False,False,True,False,20.0,9.0
780,5,True,False,False,2011,130.0,120.0,62.0,11.6,7,3.8,246.0,55.2,0,1500.0,70.0,5.847807757166947,384000.0,True,True,6,0.5,2.0,False,True,False,False,5.0,3.0
1132,8,True,False,False,2014,113.4,109.4,59.0,11.9,1,3.5,165.0,56.5,0,1540.0,90.0,2.0,153600.0,True,True,6,0.5,4.0,False,True,False,False,3.0,2.0
250,2,True,False,False,2014,116.0,124.4,61.4,4.9,1,4.0,233.0,59.6,0,1170.0,210.0,2.0,384000.0,True,True,2,1.0,8.0,True,False,False,False,5.0,3.0
413,4,True,True,False,2015,168.0,151.0,72.0,9.6,2,5.2,565.0,68.6,0,2840.0,300.0,8.0,3686400.0,False,True,4,3.0,32.0,False,False,True,False,16.0,9.0
