year,name,brand,core,type,version,memory,network,sensor,dimensions,weight,sim,size,screen_to_body_ratio,resolution,ppi_density,price,battery
2022,1B (2022),alcatel,4,Android,11,"[('32', '2')]",111,['Accelerometer'],146.7 x 71.9 x 10,172,Nano-SIM,5.5,74.0,720 x 1440,293,100,3000
2021,1L Pro (2021),alcatel,8,Android,11,"[('32', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity']",156.4 x 74.8 x 9.7,190,Nano-SIM,6.1,78.1,720 x 1560,282,110,3000
2021,1 (2021),alcatel,4,Android,11,"[('8', '1'), ('16', '1')]",111,"['Accelerometer', 'proximity']",137.6 x 65.7 x 9.8,134,Nano-SIM,5.0,71.4,480 x 960,215,60,2000
2021,3L (2021),alcatel,8,Android,11,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",165.6 x 75.6 x 8.7,194,Nano-SIM,6.52,82.0,720 x 1600,269,330,4000
2021,1S (2021),alcatel,8,Android,11,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",165.6 x 75.6 x 8.8,190,Nano-SIM,6.52,82.0,720 x 1600,269,130,4000
2021,1L (2021),alcatel,4,Android,11,"[('32', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity']",155.9 x 74.5 x 9.9,179,Nano-SIM,6.1,78.6,720 x 1560,282,110,3000
2021,1V (2021),alcatel,4,Android,11,"[('32', '2'), ('64', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",165.2 x 75.5 x 8.9,190,Nano-SIM,6.52,82.3,720 x 1600,269,100,5000
2020,1SE (2020),alcatel,8,Android,10,"[('32', '3'), ('64', '2'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity']",159.2 x 75.2 x 8.7,175,Nano-SIM,6.22,80.7,720 x 1520,270,150,4000
2021,Go Flip 4,alcatel,4,KaiOS,3.0,"[('4', '512')]",111,[''],107.3 x 55.6 x 19.9,133,Nano-SIM,2.8,40.7,240 x 320,143,120,1850
2019,Go Flip 3,alcatel,4,KaiOS,2.5.2,"[('4', '512')]",111,[''],104.9 x 53.1 x 20.1,118,Nano-SIM,2.8,43.6,240 x 320,143,80,1350
2019,Go Flip V,alcatel,4,KaiOS,2.5.2,"[('8', '1')]",111,[''],104.9 x 52.8 x 18.7,118,Nano-SIM,2.8,43.8,240 x 320,143,80,1350
2020,3T10 2020,alcatel,4,Android,10,"[('32', '2')]",111,"['Accelerometer', 'proximity']",243.3 x 161.2 x 9.4,475,Nano-SIM,10.1,75.4,800 x 1280,149,170,5500
2020,3X (2020),alcatel,8,Android,10,"[('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",165 x 75 x 9.1,186,Nano-SIM,6.52,82.9,720 x 1600,269,170,5000
2020,3L (2020),alcatel,8,Android,10,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",158.7 x 74.6 x 8.5,165,Nano-SIM,6.22,81.6,720 x 1520,270,150,4000
2020,1S (2020),alcatel,8,Android,10,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",158.7 x 74.6 x 8.5,165,Nano-SIM,6.22,81.6,720 x 1520,270,100,4000
2020,1V (2020),alcatel,8,Android,10,"[('32', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity']",158.7 x 74.8 x 8.9,160,Nano-SIM,6.22,81.3,720 x 1520,270,80,4000
2020,1B (2020),alcatel,4,Android,10,"[('16', '2'), ('32', '2')]",111,"['Accelerometer', 'proximity']",146.1 x 71.6 x 9.9,168,Nano-SIM,5.5,74.6,720 x 1440,293,80,3000
2019,3v (2019),alcatel,8,Android,9.0,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",174.5 x 83.3 x 8.4,197.9,Nano-SIM,6.7,79.7,720 x 1440,240,170,4000
2019,3x (2019),alcatel,8,Android,9.0,"[('64', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity']",164.9 x 75.8 x 8.4,178,Nano-SIM,6.52,82.1,720 x 1600,269,150,4000
2019,1v (2019),alcatel,8,Android,9.0,"[('16', '1'), ('16', '2'), ('16', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity']",149.1 x 72.2 x 8.9,153.2,Nano-SIM,5.5,72.5,480 x 960,195,80,2460
2018,3T 8,alcatel,4,Android,8.1,"[('16', '1'), ('32', '2'), ('32', '3')]",111,['Accelerometer'],209.5 x 125 x 8.3,279,Micro-SIM,8.0,70.9,800 x 1280,189,140,4080
2019,Smart Tab 7,alcatel,4,Android,9.0,"[('16', '1.5')]",111,['Accelerometer'],176 x 126 x 12,268,,7.0,62.2,600 x 1024,170,80,2580
2019,3T 10,alcatel,4,Android,8.1,"[('16', '2')]",111,"['Accelerometer', 'proximity']",260 x 156.6 x 9,440,Nano-SIM,10.0,71.2,800 x 1280,151,,4080
2019,3L,alcatel,4,Android,8.1,"[('16', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity']",151.1 x 69.7 x 8,145,Nano-SIM,5.94,82.2,720 x 1560,289,,3500
2019,3 (2019),alcatel,8,Android,8.1,"[('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",151.1 x 69.7 x 8,145,Nano-SIM,5.94,82.2,720 x 1560,289,,3500
2019,1s,alcatel,8,Android,9.0,"[('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity']",147.8 x 70.7 x 8.6,146,Nano-SIM,5.5,74.7,720 x 1440,293,,3060
2019,1x (2019),alcatel,4,Android,8.1,"[('16', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity']",146.4 x 68.8 x 8.3,130,Nano-SIM,5.5,77.5,720 x 1440,293,120,3000
2019,1c (2019),alcatel,4,,Android,"[('8', '1')]",011,"['Accelerometer', 'proximity']",136.6 x 65.3 x 10,148,Nano-SIM,5.0,72.3,480 x 960,215,70,2000
2018,1,alcatel,4,,Android,"[('8', '1'), ('16', '1')]",111,"['Accelerometer', 'proximity']",137.6 x 65.7 x 9.8,134,Nano-SIM,5.0,71.4,480 x 960,215,60,2000
2018,Tetra,alcatel,4,Android,8.1,"[('16', '2')]",111,"['Accelerometer', 'proximity']",142.5 x 71.9 x 9.4,150,Nano-SIM,5.0,67.2,480 x 854,196,40,2050
2018,7,alcatel,8,Android,8.1,"[('32', '2')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",162.1 x 75 x 8.6,175,Nano-SIM,6.0,77.1,1080 x 2180,402,150,4000
2018,5v,alcatel,8,Android,8.1,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",153.7 x 74.5 x 8.5,158,Micro-SIM,6.2,84.5,720 x 1500,268,180,4000
2018,5,alcatel,8,Android,7.1,"[('16', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",152.3 x 71.1 x 8.4,144,Nano-SIM,5.7,77.4,720 x 1440,282,230,3000
2018,3v,alcatel,4,Android,8.0,"[('16', '2'), ('32', '2')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",162 x 76 x 8.1,155,Nano-SIM,6.0,75.5,1080 x 2160,402,160,3000
2018,3x (2018),alcatel,4,Android,7.1,"[('16', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",153.5 x 71.6 x 8.5,144,Nano-SIM,5.7,76.3,720 x 1440,282,130,3000
2018,3,alcatel,4,Android,8.0,"[('16', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",147.1 x 68.8 x 8.5,145,Nano-SIM,5.5,77.1,720 x 1440,293,170,3000
2018,1x,alcatel,4,Android,8.1,"[('16', '1'), ('16', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity']",147.5 x 70.6 x 9.1,151,Nano-SIM,5.3,69.6,480 x 960,203,100,2460
2018,3c,alcatel,4,Android,7.1,"[('16', '1')]",111,"['Fingerprint', 'accelerometer', 'proximity']",161 x 76 x 7.9,169,,6.0,75.9,720 x 1440,268,130,3000
2019,3088,alcatel,2,KaiOS,2.5.1,"[('4', '512')]",101,[''],125.2 x 50.5 x 12.8,90,Nano-SIM,2.4,28.2,240 x 320,167,50,1530
2018,1T 10,alcatel,4,Android,8.1,"[('16', '1')]",001,['Accelerometer'],255 x 155 x 9.4,415,,10.1,74.8,1280 x 800,149,100,4000
2018,1T 7,alcatel,4,Android,8.1,"[('8', '1')]",001,['Accelerometer'],189.5 x 111 x 9.2,245,,7.0,65.6,600 x 1024,170,70,2580
2017,Idol 5s,alcatel,8,Android,7.1,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",148.6 x 72 x 7.5,147,Nano-SIM,5.2,69.7,1080 x 1920,424,140,2850
2017,Idol 5,alcatel,4,Android,7.1,"[('16', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",148 x 73 x 7.5,155,Nano-SIM,5.2,69.3,1080 x 1920,423,120,2800
2017,A7 XL,alcatel,8,Android,7.1,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",159.6 x 81.5 x 8.7,175,,6.0,76.3,1080 x 1920,367,260,4000
2017,A7,alcatel,8,Android,7.0,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",152.7 x 76.5 x 9,164 (5.78 oz),Nano-SIM,5.5,71.4,1080 x 1920,401,190,4000
2017,U5 HD,alcatel,4,Android,7.0,"[('8', '1')]",111,"['Accelerometer', 'proximity']",141.8 x 71.4 x 9,129,Nano-SIM,5.0,68.1,720 x 1280,294,,2200
2017,Pulsemix,alcatel,4,Android,7.0,"[('16', '2')]",111,"['Accelerometer', 'proximity', 'compass']",146.1 x 71.9 x 7.9,145.7 (5.15 oz),Nano-SIM,5.2,71.0,720 x 1280,282,70,2800
2017,Idol 5s (USA),alcatel,8,Android,7.1,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",148.6 x 70.9 x 7.4,148.8,Nano-SIM,5.2,70.8,1080 x 1920,424,210,2620
2017,Flash (2017),alcatel,10,Android,6.0,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",152.6 x 75.4 x 8.7,155,Nano-SIM,5.5,72.5,1080 x 1920,401,,3100
2017,U5,alcatel,4,Android,6.0,"[('8', '1')]",111,['Accelerometer'],140.7 x 71.8 x 10,-,Micro-SIM,5.0,68.2,480 x 854,196,100,2050
2017,A5 LED,alcatel,8,Android,6.0,"[('16', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",146 x 72.1 x 7.7,-,Nano-SIM,5.2,70.8,720 x 1280,282,200,2800
2017,A3,alcatel,4,Android,6.0,"[('16', '1.5')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",142 x 70.5 x 8.6,-,Nano-SIM,5.0,68.8,720 x 1280,294,150,2460
2017,A3 XL,alcatel,4,Android,7.0,"[('8', '2'), ('16', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity']",165 x 82.5 x 7.9,-,Micro-SIM,6.0,72.9,720 x 1280,245,180,3000
2016,Shine Lite,alcatel,4,Android,6.0,"[('16', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",141.5 x 71.2 x 7.5,156,Nano-SIM,5.0,68.4,720 x 1280,294,200,2460
2016,Pixi 4 Plus Power,alcatel,4,Android,6.0,"[('8', '1')]",011,"['Accelerometer', 'proximity']",152 x 78.3 x 9.9,202,Micro-SIM,5.5,70.1,720 x 1280,267,,5000
2016,Fierce 4,alcatel,4,Android,6.0,"[('16', '2')]",111,"['Accelerometer', 'proximity', 'compass']",150.9 x 77 x 8.1,163.9,Nano-SIM,5.5,71.8,720 x 1280,267,80,2500
2015,X1,alcatel,8,Android,5.1,"[('16', '2')]",111,"['Accelerometer', 'proximity', 'compass']",145 x 69.2 x 7,140,Micro-SIM,5.0,68.7,720 x 1280,294,200,2150
2016,Pixi 4 (5),alcatel,4,Android,6.0,"[('8', '1')]",011,['Accelerometer'],140.7 x 72.7 x 9.5,148,Micro-SIM,5.0,67.3,480 x 854,196,60,2000
2016,Flash Plus 2,alcatel,8,Android,6.0,"[('16', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",152.6 x 76.4 x 8.2,157g (5.54 oz),Micro-SIM,5.5,71.5,1080 x 1920,401,140,3000
2016,Pop 7 LTE,alcatel,4,Android,6.0.1,"[('8', '1')]",111,[''],192 x 110 x 9.4,295.1,Micro-SIM,7.0,65.3,600 x 1024,170,130,3240
2016,Pop 4S,alcatel,8,Android,6.0,"[('16', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity/ gyro', 'compass']",152 x 77 x 7.9,-,Nano-SIM,5.5,71.3,1080 x 1920,401,150,2960
2016,Pop 4+,alcatel,4,Android,6.0,"[('16', '1.5')]",111,"['Accelerometer', 'proximity', 'compass']",151 x 77 x 8,-,Micro-SIM,5.5,71.7,720 x 1280,267,110,2500
2016,Pop 4,alcatel,4,Android,6.0,"[('8', '1')]",111,"['Accelerometer', 'proximity', 'compass']",140.7 x 71.4 x 8,-,Micro-SIM,5.0,68.6,720 x 1280,294,80,2500
2016,Idol 4s Windows,alcatel,4,Microsoft,Windows,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",153.9 x 75.4 x 7,152,Nano-SIM,5.5,71.9,1080 x 1920,401,200,3000
2016,Idol 4s,alcatel,8,Android,6.0.1,"[('32', '3')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",153.9 x 75.4 x 7,149,Nano-SIM,5.5,71.9,1440 x 2560,534,220,3000
2016,Idol 4,alcatel,8,Android,6.0.1,"[('16', '2'), ('16', '3')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",147 x 72.5 x 7.1,135,Nano-SIM,5.2,69.9,1080 x 1920,424,200,2610
2016,Fierce XL (Windows),alcatel,4,Microsoft,Windows,"[('16', '2')]",111,"['Accelerometer', 'proximity', 'compass']",151.9 x 77.8 x 9.5,174,Micro-SIM,5.5,70.6,720 x 1280,267,,2500
2016,CareTime,alcatel,,Proprietary,OS,,001,[''],40 x 40 x 15.8,-,,0.95,,96 x 64,121,,380
2016,Pixi 4 (7),alcatel,4,Android,6.0,"[('8', '1')]",011,['Accelerometer'],189.2 x 107.6 x 9.2,-,Micro-SIM,7.0,67.7,600 x 1024,170,80,2580
2016,Pixi 4 (6) 3G,alcatel,4,Android,5.1,"[('8', '1')]",011,"['Accelerometer', 'proximity']",168.5 x 86.4 x 8,179,Micro-SIM,6.0,68.2,540 x 960,184,120,2580
2016,Pixi 4 (6),alcatel,4,Android,5.1,"[('8', '1'), ('16', '1.5')]",111,"['Accelerometer', 'proximity', 'compass']",165 x 83.8 x 8.3,-,Micro-SIM,6.0,71.8,720 x 1280,245,100,2580
2016,Pixi 4 (4),alcatel,4,Android,6.0,"[('4', '512'), ('8', '1')]",011,['Accelerometer'],121.3 x 64.4 x 9.7,-,Micro-SIM,4.0,58.3,480 x 800,233,60,1500
2016,Pixi 4 (3.5),alcatel,2,Android,5.1,"[('4', '512')]",011,['Accelerometer'],116 x 62 x 10,-,Micro-SIM,3.5,50.7,320 x 480,165,,1300
2016,Pixi 3 (8) LTE,alcatel,4,Microsoft,Windows,"[('8', '1')]",111,['Accelerometer'],209 x 124.9 x 8.3,-,Micro-SIM,8.0,71.1,800 x 1280,189,,4060
2016,Pop 3 (5.5),alcatel,4,Android,5.1,"[('8', '1')]",111,['Accelerometer'],151.9 x 77.8 x 9.5,174,Micro-SIM,5.5,70.6,720 x 1280,267,120,2910
2015,Pop 3 (5),alcatel,4,Android,5.1,"[('8', '1')]",111,['Accelerometer'],141 x 71.5 x 9.9,167,Micro-SIM,5.0,68.3,480 x 854,196,110,2000
2015,Fierce XL,alcatel,4,Android,5.1.1,"[('16', '2')]",111,"['Accelerometer', 'proximity', 'compass']",151.9 x 77.8 x 9.5,173,Micro-SIM,5.5,70.6,720 x 1280,267,130,2500
2015,Watch,alcatel,184.0,Proprietary,OS,"[('8', 'RA')]",001,"['Accelerometer', 'altimeter', 'gyro', 'heart rate', 'compass']",41.8 x 41.8 x 10.5,-,,1.22,,240 x 204,258,110,210
2015,GO Watch,alcatel,184.0,Proprietary,OS,"[('8', 'RA')]",001,"['Accelerometer', 'altimeter', 'gyro', 'heart rate', 'compass']",50.5 x 50.5 x 13,-,,1.22,,240 x 204,258,,225
2015,Flash 2,alcatel,8,Android,5.1,"[('16', '2')]",111,"['Accelerometer', 'proximity']",145.8 x 70.4 x 9,140,Micro-SIM,5.0,67.1,720 x 1280,294,230,3000
2015,10.16G,alcatel,,,,"[('4',)]",001,[''],108.5 x 45 x 12.6,63,Mini-SIM,1.8,20.9,128 x 160,,20,400
2015,2007,alcatel,,,,"[('16', 'RA')]",001,[''],119 x 50 x 9.8,72,Micro-SIM,2.4,30.0,240 x 320,167,,750
2015,Idol 3C,alcatel,8,Android,5.0,"[('16', '2')]",111,"['Accelerometer', 'proximity', 'compass']",152.7 x 75.1 x 7.9,-,Micro-SIM,5.5,72.7,1080 x 1920,401,,2910
2015,Pixi 3 (10),alcatel,4,Android,5.0,"[('16', '1')]",001,['Accelerometer'],255.5 x 155 x 9.5,-,,10.1,74.7,800 x 1280,149,,4060
2015,Pixi First,alcatel,4,Android,4.4.2,"[('4', '512')]",011,['Yes'],122.1 x 64.4 x 9.7,-,Mini-SIM,4.0,57.9,480 x 800,233,,1450
2015,Pop Up,alcatel,8,Android,5.0,"[('16', '2')]",111,"['Accelerometer', 'proximity', 'compass']",143 x 71.9 x 8.2,-,Micro-SIM,5.0,67.0,720 x 1280,294,,2000
2015,Pop Star LTE,alcatel,4,Android,5.0,"[('8', '1')]",111,"['Accelerometer', 'proximity']",142.5 x 71.5 x 8.6,-,Micro-SIM,5.0,67.6,720 x 1280,294,,2000
2015,Pop Star,alcatel,4,Android,5.0,"[('8', '1')]",011,"['Accelerometer', 'proximity']",141 x 71.5 x 8.6,-,Micro-SIM,5.0,68.4,720 x 1280,294,,2000
2015,Go Play,alcatel,4,Android,5.0,"[('8', '1')]",111,['Yes'],143.3 x 73.3 x 9.2,-,Micro-SIM,5.0,65.6,720 x 1280,294,,2500
2015,Flash Plus,alcatel,8,Android,4.4.4,"[('16', '2')]",111,"['Accelerometer', 'proximity', 'compass']",152.3 x 76.4 x 8,147,,5.5,71.7,720 x 1280,267,130,3500
2015,Pop Astro,alcatel,4,Android,4.4.2,"[('4', '1')]",111,"['Accelerometer', 'proximity', 'compass']",133.6 x 65.3 x 9.9,144.9,Micro-SIM,4.5,64.0,540 x 960,245,130,2000
2014,Flash,alcatel,8,Android,4.4,"[('8', '1')]",011,"['Accelerometer', 'proximity', 'compass']",152.1 x 76.2 x 8.1,-,Micro-SIM,5.5,72.0,720 x 1280,267,,3200
2015,Idol 3 (5.5),alcatel,8,Android,5.0.2,"[('16', '2'), ('32', '2')]",111,"['Accelerometer', 'proximity', 'compass']",152.7 x 75.1 x 7.4,141,Micro-SIM,5.5,72.7,1080 x 1920,401,250,2910
2015,Idol 3 (4.7),alcatel,4,Android,5.0.2,"[('8', '1.5'), ('16', '1.5')]",111,"['Accelerometer', 'proximity', 'compass']",134.6 x 65.9 x 7.6,110,Micro-SIM,4.7,68.7,720 x 1280,312,200,2000
2015,Orange Klif,alcatel,2,Firefox,2.0,"[('512', '256')]",011,['Accelerometer'],112.2 x 62 x 11.9,-,,3.5,52.4,320 x 480,165,,1300
2015,Pixi 3 (5.5) LTE,alcatel,4,Android,5.0,"[('8', '1')]",111,"['Accelerometer', 'proximity', 'compass']",-,-,Micro-SIM,5.5,,720 x 1280,267,120,2800
2015,Pixi 3 (5.5),alcatel,4,Android,5.0,"[('8', '1')]",011,['Accelerometer'],-,-,Micro-SIM,5.5,,540 x 960,200,,2910
2015,Pixi 3 (8) 3G,alcatel,2,Android,4.4.2,"[('4', '1')]",011,['Accelerometer'],209 x 124 x 9.2,335,Micro-SIM,8.0,71.6,800 x 1280,189,100,3240
2015,Pixi 3 (7) LTE,alcatel,4,Android,5.0,"[('4', '1')]",111,['Accelerometer'],191 x 109 x 9.2,260,Micro-SIM,7.0,66.2,600 x 1024,170,130,2820
2015,Pixi 3 (7) 3G,alcatel,2,Android,4.4.2,"[('4', '512')]",011,['Accelerometer'],189 x 111 x 9.1,260,Micro-SIM,7.0,65.7,600 x 1024,170,100,2820
2012,OT-986,alcatel,2,Android,4.0,"[('8', '1')]",011,"['Accelerometer', 'proximity']",130 x 70 x 9.8,-,Mini-SIM,4.5,61.3,720 x 1280,326,250,1800
2012,OT-991,alcatel,800.0,Android,2.3,"[('150',)]",011,"['Accelerometer', 'proximity', 'compass']",122 x 68 x 10.8,131.3,Mini-SIM,4.0,57.4,320 x 480,144,130,1500
2012,OT-916,alcatel,650.0,Android,2.3,"[('150',)]",011,"['Accelerometer', 'proximity', 'compass']",117 x 64.8 x 11.6,126,Mini-SIM,2.6,27.6,240 x 320,,120,1500
2012,OT-720,alcatel,104.0,,,"[('2',)]",001,[''],104 x 58 x 12,93,Mini-SIM,2.8,40.2,240 x 320,143,60,1000
2012,OT-902,alcatel,611.0,,,"[('50',)]",011,[''],115 x 61 x 10.4,103.2,Mini-SIM,2.4,25.4,320 x 240,167,50,1000
2015,Pixi 3 (7),alcatel,4,Android,4.4.2,"[('4', '512')]",001,['Accelerometer'],189 x 111 x 9.1,260,,7.0,65.7,600 x 1024,170,80,2820
2015,Pop 10,alcatel,4,Android,5.0.1,"[('8', '1')]",111,"['Accelerometer', 'proximity']",245.2 x 146.4 x 7.9,380,Micro-SIM,9.6,74.4,800 x 1280,157,250,4600
2015,Pixi 3 (5),alcatel,2,Android,4.4.2,"[('4', '512'), ('8', '1')]",111,['Accelerometer'],141 x 71.5 x 10,-,Micro-SIM,5.0,68.3,480 x 854,196,80,1800
2015,Pixi 3 (4.5),alcatel,2,Android,4.4.2,"[('4', '512'), ('4', '1')]",111,['Accelerometer'],132.2 x 65.1 x 10,125,Micro-SIM,4.5,64.8,480 x 854,218,60,1400
2015,Pixi 3 (4),alcatel,2,Android,4.2.2,"[('4', '512')]",111,['Accelerometer'],121.3 x 64.2 x 11.6,110,Micro-SIM,4.0,58.5,480 x 800,233,50,1400
2015,Pixi 3 (3.5) Firefox,alcatel,2,Firefox,2.0,"[('512', '256')]",011,['Accelerometer'],112.2 x 62 x 11.9,98,Mini-SIM,3.5,52.4,320 x 480,165,40,1300
2015,Pixi 3 (3.5),alcatel,2,Android,4.4.2,"[('4', '512')]",011,['Accelerometer'],112.2 x 62 x 11.9,100,Mini-SIM,3.5,52.4,320 x 480,165,,1300
2014,Pop D3,alcatel,2,Android,4.4.2,"[('4', '512')]",011,"['Accelerometer', 'proximity']",121.6 x 64.4 x 12.1,114,Micro-SIM,4.0,58.2,480 x 800,233,130,1400
2014,Pop D1,alcatel,2,Android,4.4.2,"[('4', '512')]",011,"['Accelerometer', 'proximity']",112.2 x 62 x 12,101,Mini-SIM,3.5,52.4,320 x 480,165,80,1300
2014,Pop Icon,alcatel,4,Android,4.4.2,"[('4', '1')]",011,"['Accelerometer', 'proximity', 'compass']",141 x 72.1 x 9.9,149,Micro-SIM,5.0,67.8,540 x 960,220,120,2000
2014,Fire C 2G,alcatel,1.0,Firefox,OS,"[('256', 'RO'), ('128', 'RA')]",001,['Accelerometer'],112.2 x 62 x 12,93,,3.5,52.4,320 x 480,165,30,1000
2014,Pop 2 (5) Premium,alcatel,4,Android,5.0,"[('8', '1')]",111,"['Accelerometer', 'proximity/ compass']",141 x 71.5 x 8.9,151,Micro-SIM,5.0,68.4,720 x 1280,294,,2500
2014,Pop 2 (5),alcatel,4,Android,5.0,"[('8', '1')]",111,"['Accelerometer', 'proximity']",141 x 71.5 x 9.7,170,Micro-SIM,5.0,68.3,480 x 854,196,,2500
2014,Pop 2 (4),alcatel,4,Android,5.0,"[('4', '512')]",111,"['Accelerometer', 'proximity', 'compass']",121.5 x 64.4 x 12.4,125,Micro-SIM,4.0,58.2,480 x 800,233,,2000
2014,Pop 2 (4.5) Dual SIM,alcatel,4,Android,4.4,"[('8', '(5'), ('1', 'RA')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",132.5 x 65.4 x 9.9,147,Micro-SIM,4.5,64.4,480 x 854,218,180,2000
2014,Pop 2 (4.5),alcatel,4,Android,4.4.2,"[('8', '(5'), ('1', 'RA')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",132.5 x 65.4 x 10,147,Micro-SIM,4.5,64.4,480 x 854,218,130,2000
2014,Fierce 2,alcatel,4,Android,4.4.2,"[('4', '1')]",011,"['Accelerometer', 'proximity']",141 x 71.9 x 9.9,149.1,Micro-SIM,5.0,68.0,540 x 960,220,90,2000
2014,Evolve 2,alcatel,2,Android,4.4.2,"[('4', '512')]",011,"['Accelerometer', 'proximity']",121.6 x 64.5 x 11.7,121.1,Micro-SIM,4.0,58.1,480 x 800,233,60,1400
2014,Pop 8S,alcatel,4,Android,4.4.2,"[('8', '1')]",111,['Accelerometer'],209 x 128 x 7.2,327,Micro-SIM,8.0,69.4,800 x 1280,189,250,4100
2014,Hero 8,alcatel,8,Android,4.4.2,"[('8', '2'), ('16', '2'), ('32', '2')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",209 x 122 x 7.3,310,Micro-SIM,8.0,72.8,1200 x 1920,283,280,4060
2014,Hero 2,alcatel,8,Android,4.4.2,"[('16', '(12.9'), ('2', 'RA')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",160.5 x 81.6 x 7.9,175,Micro-SIM,6.0,75.8,1080 x 1920,367,460,3100
2014,Pixi 2,alcatel,2,Android,4.2,"[('4', '512')]",011,['Accelerometer'],112.5 x 62 x 12,100,Mini-SIM,3.5,52.3,320 x 480,165,80,1300
2014,Pop D5,alcatel,4,Android,4.4.2,"[('4', '512')]",011,['Accelerometer'],132.5 x 67.9 x 10,150,Micro-SIM,4.5,62.0,480 x 854,218,100,1800
2014,Pop C2,alcatel,2,Android,4.2,"[('4', '512')]",011,['Accelerometer'],122 x 64.4 x 12,116,Mini-SIM,4.0,58.0,480 x 800,233,40,1300
2014,Pixi 8,alcatel,,Android,4.4.2,"[('4', '512'), ('8', '1')]",001,[''],209 x 124.5 x 9,325,,8.0,71.3,800 x 1280,189,100,3240
2014,2012,alcatel,,,,"[('16',)]",001,[''],107 x 53.7 x 14,98,Mini-SIM,2.8,42.3,240 x 320,143,50,750
2014,2010,alcatel,,,,"[('128', 'RO'), ('64', 'RA')]",001,[''],106 x 52.5 x 13.6,95,Mini-SIM,2.4,32.1,240 x 320,167,50,750
2014,2052,alcatel,460.0,,,"[('128',)]",011,[''],108.5 x 44.8 x 13,74,Mini-SIM,1.8,21.0,128 x 160,114,50,750
2014,2040,alcatel,,,,"[('4', 'RO'), ('4', 'RA')]",001,[''],123.4 x 51.5 x 12.4,77.9,Mini-SIM,2.4,28.1,240 x 320,167,30,850
2014,2005,alcatel,,,,"[('128MB/', '64')]",001,[''],120 x 50 x 10,85,Mini-SIM,2.4,29.7,240 x 320,167,20,850
2014,Pop 7S,alcatel,4,Android,4.4.2,"[('4', '1')]",111,[''],192 x 113 x 9,279,Micro-SIM,7.0,63.6,600 x 1024,170,190,3240
2014,Pixi 7,alcatel,2,Android,4.4.2,"[('4', '512'), ('4', '1')]",001,[''],9.9,285,,7.0,,540 x 960,157,80,2840
