year,name,brand,core,type,version,memory,network,sensor,dimensions,weight,sim,size,screen_to_body_ratio,resolution,ppi_density,price,battery
2016,iPhone 7 Plus,Apple,4,iOS,10.0.1,"[('32', '3'), ('128', '3'), ('256', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",158.2 x 77.9 x 7.3,188,Nano-SIM,5.5,67.7,1080 x 1920,401,320,2900
2016,iPhone 7,Apple,4,iOS,10.0.1,"[('32', '2'), ('128', '2'), ('256', '2')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",138.3 x 67.1 x 7.1,138,Nano-SIM,4.7,65.6,750 x 1334,326,180,1960
2016,iPad Pro 9.7 (2016),Apple,2,iOS,9.3.2,"[('32', '2'), ('128', '2'), ('256', '2')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'compass', 'barometer']",240 x 169.5 x 6.1,437,Nano-SIM,9.7,71.6,1536 x 2048,264,690,7306
2016,iPhone SE,Apple,2,iOS,9.3.2,"[('16', '2'), ('32', '2'), ('64', '2'), ('128', '2')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",123.8 x 58.6 x 7.6,113,Nano-SIM,4.0,60.8,640 x 1136,326,140,1624
2015,iPhone 6s Plus,Apple,2,iOS,9,"[('16', '2'), ('32', '2'), ('64', '2'), ('128', '2')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",158.2 x 77.9 x 7.3,192,Nano-SIM,5.5,67.7,1080 x 1920,401,240,2750
2015,iPhone 6s,Apple,2,iOS,9,"[('16', '2'), ('32', '2'), ('64', '2'), ('128', '2')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",138.3 x 67.1 x 7.1,143,Nano-SIM,4.7,65.6,750 x 1334,326,230,1715
2015,iPad Pro 12.9 (2015),Apple,2,iOS,9,"[('32', '4'), ('128', '4'), ('256', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'compass', 'barometer']",305.7 x 220.6 x 6.9,713,Nano-SIM,12.9,77.0,2048 x 2732,264,850,10
2015,iPad mini 4 (2015),Apple,2,iOS,9,"[('16', '2'), ('32', '2'), ('64', '2'), ('128', '2')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'compass', 'barometer']",203.2 x 134.8 x 6.1,299,Nano-SIM,7.9,70.6,1536 x 2048,324,360,5124
2014,Watch Edition 42mm (1st gen),Apple,520.0,watchOS,1.0,"[('8', '512')]",001,"['Accelerometer', 'gyro', 'heart rate']",42 x 35.9 x 10.5,69,,1.65,,390 x 312,303,13000,250
2014,Watch Edition 38mm (1st gen),Apple,520.0,watchOS,1.0,"[('8', '512')]",001,"['Accelerometer', 'gyro', 'heart rate']",38.6 x 33.3 x 10.5,55,,1.5,,340 x 272,290,11000,205
2014,Watch 42mm (1st gen),Apple,520.0,watchOS,1.0,"[('8', '512')]",001,"['Accelerometer', 'gyro', 'heart rate']",42 x 35.9 x 10.5,50,,1.65,,390 x 312,303,700,250
2014,Watch 38mm (1st gen),Apple,520.0,watchOS,1.0,"[('8', '512')]",001,"['Accelerometer', 'gyro', 'heart rate']",38.6 x 33.3 x 10.5,40,,1.5,,340 x 272,290,650,205
2014,Watch Sport 42mm (1st gen),Apple,520.0,watchOS,1.0,"[('8', '512')]",001,"['Accelerometer', 'gyro', 'heart rate']",42 x 35.9 x 10.5,30,,1.65,,390 x 312,302,250,250
2014,Watch Sport 38mm (1st gen),Apple,520.0,watchOS,1.0,"[('8', '512')]",001,"['Accelerometer', 'gyro', 'heart rate']",38.6 x 33.3 x 10.5,25,,1.5,,340 x 272,290,250,205
2014,iPad Air 2,Apple,,iOS,8.1,"[('16', '2'), ('32', '2'), ('64', '2'), ('128', '2')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'compass', 'barometer']",240 x 169.5 x 6.1,437,Nano-SIM,9.7,71.6,1536 x 2048,264,440,7340
2014,iPad mini 3,Apple,2,iOS,8.1,"[('16', '1'), ('64', '1'), ('128', '1')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'compass']",200 x 134.7 x 7.5,331,Nano-SIM,7.9,71.7,1536 x 2048,324,400,6470
2014,iPhone 6 Plus,Apple,2,iOS,8,"[('16', '1'), ('64', '1'), ('128', '1')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",158.1 x 77.8 x 7.1,172,Nano-SIM,5.5,67.8,1080 x 1920,401,420,2915
2014,iPhone 6,Apple,2,iOS,8,"[('16', '1'), ('32', '1'), ('64', '1'), ('128', '1')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",138.1 x 67 x 6.9,129,Nano-SIM,4.7,65.8,750 x 1334,326,100,1810
2013,iPad Air,Apple,2,iOS,7,"[('16', '1'), ('32', '1'), ('64', '1'), ('128', '1')]",111,"['Accelerometer', 'gyro', 'compass']",240 x 169.5 x 7.5,469,Nano-SIM,9.7,71.6,1536 x 2048,264,350,8600
2013,iPad mini 2,Apple,2,iOS,7,"[('16', '1'), ('32', '1'), ('64', '1'), ('128', '1')]",111,"['Accelerometer', 'gyro', 'compass']",200 x 134.7 x 7.5,331,Nano-SIM,7.9,71.7,1536 x 2048,324,270,6470
2013,iPhone 5s,Apple,2,iOS,7,"[('16', '1'), ('32', '1'), ('64', '1')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",123.8 x 58.6 x 7.6,112,Nano-SIM,4.0,60.8,640 x 1136,326,330,1560
2013,iPhone 5c,Apple,2,iOS,7,"[('8', '1'), ('16', '1'), ('32', '1')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",124.4 x 59.2 x 9,132,Nano-SIM,4.0,59.9,640 x 1136,326,300,1510
2012,iPad mini Wi-Fi,Apple,2,iOS,6,"[('16', '512'), ('32', '512'), ('64', '512')]",001,"['Accelerometer', 'gyro', 'compass']",200 x 134.7 x 7.2,308,,7.9,71.7,768 x 1024,162,200,4490
2012,iPad mini Wi-Fi + Cellular,Apple,2,iOS,6,"[('16', '512'), ('32', '512'), ('64', '512')]",111,"['Accelerometer', 'gyro', 'compass']",200 x 134.7 x 7.2,312,Nano-SIM,7.9,71.7,768 x 1024,162,300,4490
2012,iPad 4 Wi-Fi,Apple,2,iOS,6,"[('16', '1'), ('32', '1'), ('64', '1'), ('128', '1')]",001,"['Accelerometer', 'gyro', 'compass']",241.2 x 185.7 x 9.4,652,,9.7,65.1,1536 x 2048,264,350,11560
2012,iPad 4 Wi-Fi + Cellular,Apple,2,iOS,6,"[('16', '1'), ('32', '1'), ('64', '1'), ('128', '1')]",111,"['Accelerometer', 'gyro', 'compass']",241.2 x 185.7 x 9.4,662,Micro-SIM,9.7,65.1,1536 x 2048,264,500,11560
2012,iPhone 5,Apple,2,iOS,6,"[('16', '1'), ('32', '1'), ('64', '1')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",123.8 x 58.6 x 7.6,112,Nano-SIM,4.0,60.8,640 x 1136,326,340,1440
2012,iPad 3 Wi-Fi + Cellular,Apple,2,iOS,5.1,"[('16', '1'), ('32', '1'), ('64', '1')]",111,"['Accelerometer', 'gyro', 'compass']",241.2 x 185.7 x 9.4,662,Micro-SIM,9.7,65.1,1536 x 2048,264,400,11560
2012,iPad 3 Wi-Fi,Apple,2,iOS,5.1,"[('16', '1'), ('32', '1'), ('64', '1')]",001,"['Accelerometer', 'gyro', 'compass']",241.2 x 185.7 x 9.4,652,,9.7,65.1,1536 x 2048,264,290,11560
2011,iPhone 4s,Apple,2,iOS,5,"[('8', '512'), ('16', '512'), ('32', '512'), ('64', '512')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",115.2 x 58.6 x 9.3,140,Micro-SIM,3.5,54.0,640 x 960,330,190,1432
2011,iPad 2 Wi-Fi + 3G,Apple,2,iOS,4,"[('16', '512'), ('32', '512'), ('64', '512')]",011,"['Accelerometer', 'gyro', 'compass']",241.2 x 185.7 x 8.8,607,Micro-SIM,9.7,65.1,768 x 1024,132,370,6930
2011,iPad 2 Wi-Fi,Apple,2,iOS,4,"[('16', '512'), ('32', '512'), ('64', '512')]",001,"['Accelerometer', 'gyro', 'compass']",241.2 x 185.7 x 8.8,601,,9.7,65.1,768 x 1024,132,200,6930
2011,iPad 2 CDMA,Apple,2,iOS,4,"[('16', '512'), ('32', '512'), ('64', '512')]",011,"['Accelerometer', 'gyro', 'compass']",241.2 x 185.7 x 8.8,607,Mini-SIM,9.7,65.1,768 x 1024,132,200,6930
2010,iPhone 4,Apple,1.0,iOS,4,"[('8', '512'), ('16', '512'), ('32', '512')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",115.2 x 58.6 x 9.3,137,Micro-SIM,3.5,54.0,640 x 960,330,200,1420
2011,iPhone 4 CDMA,Apple,1.0,iOS,4,"[('16', '512'), ('32', '512')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",115.2 x 58.6 x 9.3,137,Micro-SIM,3.5,54.0,640 x 960,330,150,1420
2010,iPad Wi-Fi + 3G,Apple,1.0,iOS,4,"[('16', '256'), ('32', '256'), ('64', '256')]",011,"['Accelerometer', 'compass']",242.8 x 189.7 x 13.4,730,Micro-SIM,9.7,63.3,768 x 1024,132,410,6600
2010,iPad Wi-Fi,Apple,1.0,iOS,4,"[('16', '256'), ('32', '256'), ('64', '256')]",001,['Accelerometer'],242.8 x 189.7 x 13.4,680,,9.7,63.3,768 x 1024,132,310,6600
2024,ROG Phone 8 Pro,Asus,8,Android,14,"[('512', '16'), ('1', '24')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.8 x 76.8 x 8.9,225,Nano-SIM,6.78,88.2,1080 x 2400,388,,5500
2024,ROG Phone 8,Asus,8,Android,14,"[('256', '12'), ('256', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.8 x 76.8 x 8.9,225,Nano-SIM,6.78,88.2,1080 x 2400,388,,5500
2023,Zenfone 10,Asus,8,Android,13,"[('128', '8'), ('256', '8'), ('256', '16'), ('512', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",146.5 x 68.1 x 9.4,172,Nano-SIM,5.92,84.8,1080 x 2400,445,649.99,4300
2023,ROG Phone 7 Ultimate,Asus,8,Android,13,"[('512', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173 x 77 x 10.3,239,Nano-SIM,6.78,82.2,1080 x 2448,395,,6000
2023,ROG Phone 7,Asus,8,Android,13,"[('256', '12'), ('512', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173 x 77 x 10.3,239,Nano-SIM,6.78,82.2,1080 x 2448,395,884.06,6000
2022,ROG Phone 6D Ultimate,Asus,8,Android,12,"[('512', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173 x 77 x 10.4,247,Nano-SIM,6.78,82.2,1080 x 2448,395,,6000
2022,ROG Phone 6D,Asus,8,Android,12,"[('256', '12'), ('256', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173 x 77 x 10.4,239,Nano-SIM,6.78,82.2,1080 x 2448,395,589.95,6000
2022,ROG Phone 6 Diablo Immortal Edition,Asus,8,Android,12,"[('512', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173 x 77 x 10.4,239,Nano-SIM,6.78,82.2,1080 x 2448,395,,6000
2022,ROG Phone 6 Batman Edition,Asus,8,Android,12,"[('256', '12')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173 x 77 x 10.4,239,Nano-SIM,6.78,82.2,1080 x 2448,395,1500,6000
2022,Zenfone 9,Asus,8,Android,12,"[('128', '6'), ('128', '8'), ('256', '8'), ('256', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",146.5 x 68.1 x 9.1,169,Nano-SIM,5.9,84.6,1080 x 2400,445,449.99,4300
2022,ROG Phone 6 Pro,Asus,8,Android,12,"[('512', '18')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173 x 77 x 10.3,239,Nano-SIM,6.78,82.2,1080 x 2448,395,,6000
2022,ROG Phone 6,Asus,8,Android,12,"[('128', '8'), ('128', '12'), ('256', '12'), ('512', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173 x 77 x 10.3,239,Nano-SIM,6.78,82.2,1080 x 2448,395,617.88,6000
2021,ROG Phone 5s Pro,Asus,8,Android,11,"[('512', '18')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",172.8 x 77.3 x 9.9,238,Nano-SIM,6.78,82.0,1080 x 2448,395,2000,6000
2021,ROG Phone 5s,Asus,8,Android,11,"[('128', '8'), ('128', '12'), ('256', '12'), ('256', '16'), ('512', '16'), ('512', '18')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",172.8 x 77.3 x 9.9,238,Nano-SIM,6.78,82.0,1080 x 2448,395,1030,6000
2021,Smartphone for Snapdragon Insiders,Asus,8,Android,11,"[('512', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173.2 x 77.3 x 9.6,210,Nano-SIM,6.78,81.8,1080 x 2400,395,1270,4000
2021,Zenfone 8 Flip,Asus,8,Android,11,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",165 x 77.3 x 9.6,230,Nano-SIM,6.67,84.2,1080 x 2400,395,380,5000
2021,Zenfone 8,Asus,8,Android,11,"[('128', '6'), ('128', '8'), ('256', '8'), ('256', '12'), ('256', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",148 x 68.5 x 8.9,169,Nano-SIM,5.9,82.9,1080 x 2400,446,399.99,4000
2021,ROG Phone 5 Ultimate,Asus,8,Android,11,"[('512', '18')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",172.8 x 77.3 x 10.3,238,Nano-SIM,6.78,82.0,1080 x 2448,395,1300,6000
2021,ROG Phone 5 Pro,Asus,8,Android,11,"[('512', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",172.8 x 77.3 x 10.3,238,Nano-SIM,6.78,82.0,1080 x 2448,395,680,6000
2021,ROG Phone 5,Asus,8,Android,11,"[('128', '8'), ('128', '12'), ('256', '12'), ('256', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",172.8 x 77.3 x 10.3,238,Nano-SIM,6.78,82.0,1080 x 2448,395,899.00,6000
2020,Zenfone 7 Pro,Asus,8,Android,10,"[('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",165.1 x 77.3 x 9.6,230,Nano-SIM,6.67,84.2,1080 x 2400,395,670,5000
2020,Zenfone 7,Asus,8,Android,10,"[('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",165.1 x 77.3 x 9.6,230,Nano-SIM,6.67,84.2,1080 x 2400,395,910,5000
2020,ROG Phone 3,Asus,8,Android,10,"[('128', '8'), ('128', '12'), ('256', '12'), ('512', '12'), ('512', '16')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",171 x 78 x 9.9,240,Nano-SIM,6.59,79.9,1080 x 2340,391,650,6000
2020,ROG Phone 3 Strix,Asus,8,Android,10,"[('128', '8'), ('128', '12'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",171 x 78 x 9.9,240,Nano-SIM,6.59,79.9,1080 x 2340,391,1400,6000
2019,ROG Phone II ZS660KL,Asus,8,Android,9.0,"[('128', '8'), ('256', '12'), ('512', '12'), ('1', '12')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",171 x 77.6 x 9.5,240,Nano-SIM,6.59,80.3,1080 x 2340,391,1070,6000
2019,Zenfone 6 ZS630KL,Asus,8,Android,9.0,"[('64', '6'), ('128', '6'), ('256', '8'), ('512', '12')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",159.1 x 75.4 x 9.2,190,Nano-SIM,6.4,83.8,1080 x 2340,403,500,5000
2019,ZenFone Live (L2),Asus,4,Android,8.0,"[('16', '2'), ('32', '2')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",147.3 x 71.8 x 8.2,140,Nano-SIM,5.5,73.8,720 x 1440,293,,3000
2019,Zenfone Max Plus (M2) ZB634KL,Asus,8,Android,8.0,"[('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity']",159.2 x 76.2 x 8.4,165,Nano-SIM,6.26,81.4,1080 x 2246,398,200,4000
2019,Zenfone Max Shot ZB634KL,Asus,8,Android,8.0,"[('32', '3'), ('64', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity']",159.2 x 76.2 x 8.4,165,Nano-SIM,6.26,81.4,1080 x 2246,398,310,4000
2018,Zenfone Max Pro (M2) ZB631KL,Asus,8,Android,8.1,"[('32', '3'), ('64', '4'), ('64', '6'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",157.9 x 75.5 x 8.5,175,Nano-SIM,6.26,82.0,1080 x 2280,403,370,5000
2018,Zenfone Max (M2) ZB633KL,Asus,8,Android,8.1,"[('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",158.4 x 76.3 x 7.7,160,Nano-SIM,6.26,80.9,720 x 1520,269,,4000
2018,Zenfone Max (M1) ZB556KL,Asus,8,Android,8,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",147.3 x 70.9 x 8.7,150,Nano-SIM,5.45,82.8,720 x 1440,247,120,4000
2018,ZenFone Lite (L1) ZA551KL,Asus,8,Android,8.0,"[('16', '2')]",111,"['Accelerometer', 'proximity', 'compass']",147.3 x 71.8 x 8.2,140,Nano-SIM,5.45,72.5,720 x 1440,295,80,3000
2018,ROG Phone ZS600KL,Asus,8,Android,8.1,"[('128', '8'), ('512', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",158.8 x 76.2 x 8.3,200,Nano-SIM,6.0,76.8,1080 x 2160,402,1110,4000
2018,ZenFone Live (L1) ZA550KL,Asus,4,Android,8.0,"[('16', '1'), ('16', '2'), ('32', '2')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",147.3 x 71.8 x 8.2,140,Nano-SIM,5.5,73.8,720 x 1440,293,100,3000
2018,Zenfone Max Pro (M1) ZB601KL/ZB602K,Asus,8,Android,8.1,"[('32', '3'), ('64', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass', 'gyroscope', 'ambient light sensor']",159 x 76 x 8.5,180,Nano-SIM,5.99,76.2,1080 x 2160,404,160,5000
2018,Zenfone 5z ZS620KL,Asus,8,Android,8.0,"[('64', '4'), ('64', '6'), ('128', '6'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",153 x 75.7 x 7.9,165,Nano-SIM,6.2,83.6,1080 x 2246,402,500,3300
2018,Zenfone 5 ZE620KL,Asus,8,Android,8.0,"[('64', '4'), ('64', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",153 x 75.7 x 7.7,165,Nano-SIM,6.2,83.6,1080 x 2246,402,320,3300
2018,Zenfone 5 Lite ZC600KL,Asus,8,Android,7.1.1,"[('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",160.6 x 76.2 x 7.8,168,Nano-SIM,6.0,75.9,1080 x 2160,402,200,3300
2018,Zenfone Max (M1) ZB555KL,Asus,4,Android,8,"[('16', '2'), ('32', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",147.3 x 70.9 x 8.7,150,Nano-SIM,5.5,84.4,720 x 1440,245,150,4000
2017,Zenfone Max Plus (M1) ZB570TL,Asus,8,Android,7,"[('16', '2'), ('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",152.6 x 73 x 8.8,160,Nano-SIM,5.7,75.3,1080 x 2160,424,250,4130
2017,Zenfone V V520KL,Asus,4,Android,7,"[('32', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",146.6 x 72.6 x 7.6,147.1,Nano-SIM,5.2,70.0,1080 x 1920,424,100,3000
2017,Zenfone 4 Pro ZS551KL,Asus,8,Android,7.1.1,"[('64', '6'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'color spectrum']",156.9 x 75.6 x 7.6,175,Nano-SIM,5.5,70.3,1080 x 1920,401,350,3600
2017,Zenfone 4 ZE554KL,Asus,8,Android,7.1.1,"[('64', '4'), ('64', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",155.4 x 75.2 x 7.7,165,Nano-SIM,5.5,71.4,1080 x 1920,401,350,3300
2017,Zenfone 4 Selfie Lite ZB553KL,Asus,4,Android,7,"[('16', '2'), ('32', '2')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",155.7 x 75.9 x 7.9,144,Nano-SIM,5.5,70.6,720 x 1280,267,180,3000
2017,Zenfone 4 Selfie ZB553KL,Asus,8,Android,7.0,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",155.7 x 75.9 x 7.9,144,Nano-SIM,5.5,70.6,720 x 1280,267,150,3000
2017,Zenfone 4 Selfie Pro ZD552KL,Asus,8,Android,7,"[('64', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",154 x 74.8 x 6.9,147,Nano-SIM,5.5,72.4,1080 x 1920,401,250,3000
2017,Zenfone 4 Selfie ZD553KL,Asus,8,Android,7.0,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",155.7 x 75.9 x 7.9,144,Nano-SIM,5.5,70.6,720 x 1280,267,250,3000
2017,Zenfone 4 Max ZC520KL,Asus,4,Android,7,"[('16', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",150.5 x 73.3 x 8.8,156,Micro-SIM,5.2,67.6,720 x 1280,282,180,4100
2017,Zenfone 4 Max Pro ZC554KL,Asus,4,Android,7,"[('32', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",154 x 76.9 x 8.9,181,Nano-SIM,5.5,70.4,720 x 1280,267,250,5000
2017,Zenfone 4 Max Plus ZC554KL,Asus,4,Android,7,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",154 x 76.9 x 8.9,181,Micro-SIM,5.5,70.4,720 x 1280,267,220,5000
2017,Zenfone 4 Max ZC554KL,Asus,8,Android,7,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",154 x 76.9 x 8.9,181,Nano-SIM,5.5,70.4,720 x 1280,267,270,5000
2017,Zenpad Z8s ZT582KL,Asus,8,Android,7.0,"[('16', '3')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",204 x 133.9 x 6.9,306,Nano-SIM,7.9,70.8,1536 x 2048,324,210,4680
2017,Zenpad 3s 8.0 Z582KL,Asus,8,Android,7.1,"[('32', '3'), ('64', '4')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",6.9,-,Micro-SIM,7.9,,1536 x 2048,324,250,4680
2017,Zenfone Go ZB552KL,Asus,4,Android,6,"[('16', '2'), ('32', '2')]",111,"['Accelerometer', 'proximity', 'compass']",153.4 x 76.4 x 10.9,168,Micro-SIM,5.5,71.2,720 x 1280,267,120,3000
2017,Zenfone Live ZB501KL,Asus,4,Android,6.0,"[('16', '2'), ('32', '2')]",111,"['Accelerometer', 'proximity', 'compass']",141.2 x 71.7 x 8,120,Nano-SIM,5.0,68.1,720 x 1280,294,150,2650
2017,Zenfone 3s Max ZC521TL,Asus,8,Android,7,"[('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",149.5 x 73.7 x 8.9,175,Micro-SIM,5.2,67.7,720 x 1280,282,180,5000
2017,Zenpad 3S 10 Z500KL,Asus,6,Android,6.0,"[('32', '4')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",242.3 x 164.2 x 6.8,490,Nano-SIM,9.7,73.2,1536 x 2048,264,350,7800
2017,Zenfone AR ZS571KL,Asus,4,Android,7,"[('64', '6'), ('128', '6'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",158.7 x 77.7 x 9,170,Nano-SIM,5.7,72.6,1440 x 2560,515,370,3300
2017,Zenfone 3 Zoom ZE553KL,Asus,8,Android,6.1,"[('32', '3'), ('32', '4'), ('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",154.3 x 77 x 8,170,Nano-SIM,5.5,70.2,1080 x 1920,401,320,5000
2016,Zenfone Go ZB690KG,Asus,4,Android,5.1,"[('8', '1')]",011,"['Accelerometer', 'proximity', 'compass']",188 x 101.4 x 8.9,270,Micro-SIM,6.9,70.3,600 x 1024,172,120,3480
2016,Zenpad 3 8.0 Z581KL,Asus,6,Android,6.0,"[('32', '4')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",205.4 x 136.4 x 7.6,320,Micro-SIM,7.9,69.0,1536 x 2048,324,280,4680
2016,Zenfone Go ZB500KL,Asus,4,Android,6.0,"[('16', '2')]",111,"['Accelerometer', 'proximity', 'compass']",143.7 x 70.9 x 11.3,150,,5.0,67.6,720 x 1280,294,130,2600
2016,Zenfone 3 Max ZC553KL,Asus,8,Android,6.0.1,"[('32', '2'), ('32', '3'), ('32', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",151.4 x 76.2 x 8.3,175,Nano-SIM,5.5,72.3,1080 x 1920,401,190,4100
2016,Zenfone 3 Deluxe 5.5 ZS550KL,Asus,8,Android,6.1,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",151.5 x 76.7 x 7.8,151,Micro-SIM,5.5,71.8,1080 x 1920,401,280,3000
2016,Zenpad Z10 ZT500KL,Asus,6,Android,6.0,"[('32', '3')]",101,"['Accelerometer', 'gyro', 'proximity', 'compass']",242.3 x 166.1 x 7.1,490,Nano-SIM,9.7,72.4,1536 x 2048,264,300,7800
2016,Zenwatch 3 WI503Q,Asus,4,Android,Wear,"[('4', '512')]",001,"['Accelerometer', 'gyro']",45 x 45 x 10.8,48,,1.39,,400 x 400,287,230,341
2016,Zenpad 3S 10 Z500M,Asus,6,Android,6.0,"[('32', '4'), ('64', '4')]",001,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",240.5 x 163.7 x 7.2,430,,9.7,74.0,1536 x 2048,264,340,5900
2016,Zenfone 3 Max ZC520TL,Asus,4,Android,6.0.1,"[('16', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",149.5 x 73.7 x 8.6,148,Micro-SIM,5.2,67.7,720 x 1280,282,230,4130
