year,name,brand,core,type,version,memory,network,sensor,dimensions,weight,size,screen_to_body_ratio,resolution,ppi_density,price,battery,sim
2012,Fusion 2 U8665,Huawei,800.0,Android,2.3,"[('4', '512')]",011,"['Accelerometer', 'proximity']",115.8 x 61 x 11.7,124.2,3.5,51.6,320 x 480,165,50,1400,Mini-SIM
2012,Ascend G600,Huawei,2,Android,4.0.4,"[('4', '768')]",011,"['Accelerometer', 'proximity', 'compass']",134 x 67.5 x 10.5,145,4.5,61.7,540 x 960,245,100,1930,Mini-SIM
2012,Ascend G330,Huawei,2,Android,4.0,"[('4', '(2.5'), ('512', 'RA')]",011,"['Accelerometer', 'proximity']",122.5 x 62.6 x 11.2,130,4.0,59.4,480 x 800,233,110,1500,Mini-SIM
2012,MediaPad 7 Lite,Huawei,1.2,Android,4.0.4,"[('8', '1')]",011,"['Accelerometer', 'gyro', 'compass']",193 x 120 x 11,370,7.0,59.5,600 x 1024,170,150,4100,Mini-SIM
2012,Ascend Y100,Huawei,800.0,Android,2.3,"[('256', 'RA'), ('512',)]",011,"['Accelerometer', 'proximity', 'compass']",106.5 x 56 x 10.9,100,2.8,40.7,240 x 320,143,70,1050,Mini-SIM
2012,Ascend Y200,Huawei,800.0,Android,2.3,"[('256', 'RA'), ('512',)]",011,"['Accelerometer', 'proximity', 'compass']",116.9 x 60.4 x 11.7,120,3.5,51.7,320 x 480,165,110,1250,Mini-SIM
2012,Ascend G330D U8825D,Huawei,2,Android,4.0.4,"[('4', '(2.5'), ('512', 'RA')]",011,"['Accelerometer', 'proximity', 'compass']",122.3 x 62.7 x 11.4,140,4.0,59.4,480 x 800,233,110,1550,Mini-SIM
2012,Ascend G300,Huawei,1.0,Android,2.3,"[('4', '(2.5'), ('512', 'RA')]",011,"['Accelerometer', 'proximity', 'compass']",122.5 x 63 x 10.5,140,4.0,59.0,480 x 800,233,130,1350,Mini-SIM
2012,Ascend P1 XL U9200E,Huawei,2,Android,4.0.3,"[('4', '1')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",-,-,4.3,,540 x 960,256,230,2600,Mini-SIM
2012,Ascend P1,Huawei,2,Android,4.0,"[('4', '1')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",127.4 x 64.8 x 7.7,110,4.3,61.7,540 x 960,256,170,1670,Mini-SIM
2012,Ascend Q M5660,Huawei,800.0,Android,2.3,,011,"['Accelerometer', 'proximity']",121.9 x 58.4 x 12.7,132.2 (4.66 oz),3.2,42.8,320 x 480,180,70,1500,Mini-SIM
2012,G6005,Huawei,,,,,001,[''],108 x 59 x 12,95,1.8,16.0,128 x 160,,,600,Mini-SIM
2012,G6800,Huawei,,,,"[('40',)]",011,[''],117 x 59 x 12.2,-,2.8,35.2,240 x 320,143,70,,Mini-SIM
2012,G6310,Huawei,,,,"[('1', 'RO'), ('256', 'RA')]",001,[''],113 x 59.8 x 12.5,-,2.4,26.4,320 x 240,167,50,1000,Mini-SIM
2012,G5000,Huawei,,,,"[('16', 'RO'), ('4', 'RA')]",001,[''],113.8 x 52.6 x 15.1,-,2.0,21.0,176 x 220,141,90,1000,Mini-SIM
2012,Activa 4G,Huawei,800.0,Android,2.3.6,"[('150', '512')]",101,[''],122 x 61 x 10.7,140,3.5,49.0,320 x 480,165,110,1880,Mini-SIM
2011,G5520,Huawei,,,,,001,[''],115.8 x 49.2 x 12.7,-,2.4,31.3,240 x 320,167,50,1000,Mini-SIM
2012,G6609,Huawei,,,,,001,[''],113.8 x 60.5 x 11.5,98,2.4,25.9,320 x 240,167,80,1050,Mini-SIM
2012,Fusion U8652,Huawei,,Android,2.3.3,"[('256', 'RA'), ('512',)]",011,[''],116.1 x 60.5 x 11.9,117.1,3.5,51.9,320 x 480,165,80,1400,Mini-SIM
2012,MediaPad 10 FHD,Huawei,4,Android,4.0,"[('8', '2'), ('16', '2'), ('32', '2'), ('64', '2')]",111,"['Accelerometer', 'gyro', 'compass']",257.4 x 175.9 x 8.8,580,10.0,64.0,1920 x 1200,226,330,6600,Mini-SIM
2012,Ascend D1 XL U9500E,Huawei,2,Android,4.0,"[('8', '1')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",129.9 x 64.9 x 8.9,132,4.5,66.2,720 x 1280,326,350,2600,Mini-SIM
2012,Ascend D1,Huawei,2,Android,4.0,"[('8', '(5.8'), ('1', 'RA')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",129 x 64 x 8.9,132,4.5,67.6,720 x 1280,326,210,1800,Mini-SIM
2012,Ascend D quad XL,Huawei,4,Android,4.0,"[('8', '1')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",129 x 64 x 10.9,150,4.5,67.6,720 x 1280,326,260,2600,Mini-SIM
2012,Ascend D quad,Huawei,4,Android,4.0,"[('8', '1')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",129 x 64.9 x 8.9,130,4.5,66.7,720 x 1280,326,290,1800,Mini-SIM
2012,Ascend P1s,Huawei,2,Android,4.0,"[('4', '1')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",127.4 x 64.8 x 6.7,130,4.3,61.7,540 x 960,256,260,1800,Mini-SIM
2011,M886 Mercury,Huawei,1.4,Android,2.3.3,"[('4', '512')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",122 x 61 x 13,139,4.0,59.2,480 x 854,245,110,1900,Mini-SIM
2011,G7300,Huawei,312.0,,,"[('40',)]",001,[''],116.5 x 60 x 11.5,110,3.5,52.2,320 x 480,165,90,1300,Mini-SIM
2011,G7005,Huawei,,,,,001,[''],93 x 51 x 14.2,75,2.4,37.6,240 x 320,167,70,800,Mini-SIM
2011,MediaPad,Huawei,2,Android,3.2,"[('8', '1')]",011,"['Accelerometer', 'gyro', 'compass']",190 x 124 x 10.5,390,7.0,60.3,800 x 1280,216,150,4100,Mini-SIM
2011,MediaPad S7-301w,Huawei,2,Android,3.2,"[('8', '1')]",001,"['Accelerometer', 'gyro', 'compass']",190 x 124 x 10.5,390,7.0,60.3,800 x 1280,216,160,4100,
2011,D51 Discovery,Huawei,,,,,001,[''],114.5 x 50.5 x 16,106,2.0,21.4,240 x 320,200,110,1000,Mini-SIM
2011,U8520 Duplex,Huawei,600.0,Android,2.2,"[('512', '256')]",011,"['Accelerometer', 'proximity', 'compass']",112 x 57 x 12.7,109,3.2,47.8,320 x 480,180,110,1500,Mini-SIM
2011,T8300,Huawei,800.0,Android-based,OPhone,"[('512', '512')]",011,"['Accelerometer', 'proximity', 'compass']",110 x 56.5 x 11.2,104 (3.67 oz),3.2,49.1,320 x 480,180,110,1200,Mini-SIM
2011,U8350 Boulder,Huawei,528.0,Android,2.2,"[('512', '256')]",011,"['Accelerometer', 'proximity', 'compass']",115 x 62.8 x 9.9,105,2.6,29.0,320 x 240,154,90,1200,Mini-SIM
2011,Impulse 4G,Huawei,800.0,Android,2.2,"[('512', 'RA')]",011,"['Accelerometer', 'proximity', 'compass']",120 x 65 x 11.6,130,3.8,52.7,480 x 800,246,80,1500,Mini-SIM
2011,Pillar,Huawei,,,,,011,[''],109.2 x 61 x 12.7,99,2.0,18.6,320 x 240,200,70,900,Mini-SIM
2011,U8850 Vision,Huawei,1.0,Android,2.3.4,"[('2', '512')]",011,"['Accelerometer', 'proximity', 'compass']",118 x 59.9 x 9.9,121,3.7,55.1,480 x 800,252,80,1400,Mini-SIM
2011,U8800 Pro,Huawei,1.0,Android,2.3,"[('2', '512'), ('4', '512')]",011,"['Accelerometer', 'proximity', 'compass']",120 x 62 x 11.6,130,3.8,55.2,480 x 800,246,70,1500,Mini-SIM
2011,G7206,Huawei,,,,"[('1',)]",001,[''],106 x 56 x 11.3,89,2.8,40.9,240 x 320,143,70,1050,Mini-SIM
2011,U5510,Huawei,650.0,,,"[('40', '1')]",011,[''],115 x 49.5 x 13.2,90,2.4,31.3,240 x 320,167,80,1000,Mini-SIM
2011,G5500,Huawei,,,,"[('64', 'RA'), ('128', 'RO')]",001,[''],107 x 45 x 11.5,85,2.0,26.1,176 x 220,141,80,800,Mini-SIM
2011,G6620,Huawei,,,,,001,[''],108 x 59 x 12,-,2.4,28.0,320 x 240,167,70,800,Mini-SIM
2011,U8650 Sonic,Huawei,,Android,2.3.3,"[('512', '256')]",011,"['Accelerometer', 'proximity', 'compass']",116.3 x 60.5 x 11.9,120,3.5,51.8,320 x 480,165,70,1400,Mini-SIM
2011,U8180 IDEOS X1,Huawei,528.0,Android,2.2,"[('512', '256')]",011,"['Accelerometer', 'proximity', 'compass']",104 x 56 x 13,100,2.8,41.7,240 x 320,143,70,1200,Mini-SIM
2011,G6608,Huawei,,,,,001,[''],112 x 60 x 12,93,2.4,26.5,320 x 240,167,60,1000,Mini-SIM
2010,G7010,Huawei,,,,,001,[''],105 x 55 x 10.9,100,2.8,42.0,240 x 320,143,70,1100,Mini-SIM
2011,U5900s,Huawei,,,,"[('10',)]",011,[''],104.5 x 51.2 x 11.8,112,2.4,33.3,240 x 320,167,80,830,Mini-SIM
2011,IDEOS S7 Slim,Huawei,1.0,Android,2.2,"[('8', '512')]",011,"['Accelerometer', 'compass']",200 x 109.5 x 12.5,440,7.0,63.7,480 x 800,133,160,3250,Mini-SIM
2011,IDEOS S7 Slim CDMA,Huawei,,Android,2.2,,011,"['Accelerometer', 'compass']",200 x 109.5 x 12.5,440,7.0,63.7,480 x 800,133,210,3250,Mini-SIM
2010,U9000 IDEOS X6,Huawei,1.0,Android,2.2,"[('2', '512')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",122 x 66 x 10,143,4.1,59.4,480 x 800,228,90,1400,Mini-SIM
2010,U8800 IDEOS X5,Huawei,800.0,Android,2.2,"[('2', '512'), ('4', '512')]",011,"['Accelerometer', 'proximity', 'compass']",120 x 62 x 11.6,130,3.8,55.2,480 x 800,246,100,1500,Mini-SIM
2011,U8510 IDEOS X3,Huawei,600.0,Android,2.3,"[('512', '256')]",011,"['Accelerometer', 'proximity', 'compass']",110 x 56.5 x 11.2,104,3.2,49.1,320 x 480,180,100,1200,Mini-SIM
2010,U8150 IDEOS,Huawei,528.0,Android,2.2,"[('512', '256')]",011,"['Accelerometer', 'proximity', 'compass']",104 x 54.8 x 13.5,102.1,2.8,42.6,240 x 320,143,60,1200,Mini-SIM
2010,U8500 IDEOS X2,Huawei,528.0,Android,2.1,"[('512', '256')]",011,"['Accelerometer', 'proximity', 'compass']",112 x 58 x 12.8,115,3.2,46.9,320 x 480,180,90,1150,Mini-SIM
2010,U7520,Huawei,,,,"[('1', '512')]",011,['Accelerometer'],106 x 56 x 13.5,105,2.8,40.9,240 x 320,143,70,1000,Mini-SIM
2010,G6150,Huawei,,,,"[('128',)]",001,[''],113 x 59 x 9.9,-,2.41,27.0,320 x 240,166,110,1100,Mini-SIM
2010,G7002,Huawei,,,,"[('2',)]",001,[''],98.4 x 51.3 x 13.6,95,,,,,50,,Mini-SIM
2010,U8300,Huawei,,Android,2.1,,011,"['Accelerometer', 'proximity', 'compass']",94 x 64 x 11,104,2.6,34.8,320 x 240,154,70,930,Mini-SIM
2010,IDEOS S7,Huawei,1.0,Android,2.1,"[('8', '256')]",011,['Accelerometer'],209 x 108 x 15.5,500,7.0,61.8,480 x 800,133,70,2200,Mini-SIM
2010,C3200,Huawei,,,,"[('32/64',)]",001,[''],107 x 45.5 x 14.3,80,1.47,14.3,128 x 128,123,50,1050,Mini-SIM
2010,U3100,Huawei,,,,"[('10',)]",011,[''],106 x 46 x 13,90,2.0,25.4,240 x 320,200,,1000,Mini-SIM
2010,U8110,Huawei,,Android,2.1,,011,['Accelerometer'],106 x 57 x 14,110,2.8,40.2,240 x 320,143,90,1150,Mini-SIM
2010,U8100,Huawei,,Android,2.1,,011,['Accelerometer'],107.5 x 57 x 13.8,104,2.8,39.6,240 x 320,143,70,1150,Mini-SIM
2024,Smart 8 Plus,Infinix,8,Android,13,"[('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",163.7 x 75.7 x 9,204,6.6,84.4,720 x 1612,267,100,6000,Nano-SIM
2024,Smart 8 Pro,Infinix,8,Android,13,"[('64', '4'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.6 x 75.6 x 8.5,189,6.6,84.6,720 x 1612,267,100,5000,Nano-SIM
2024,Smart 8 (India),Infinix,8,Android,13,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",163.6 x 75.6 x 8.5,189,6.6,84.6,720 x 1612,267,,5000,Nano-SIM
2023,Smart 8 HD,Infinix,8,Android,13,"[('64', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",163.6 x 75.6 x 8.5,184,6.6,84.6,720 x 1612,267,,5000,Nano-SIM
2023,Hot 40 Pro,Infinix,8,Android,13,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",168.6 x 76.6 x 8.3,199,6.78,84.5,1080 x 2460,396,,5000,Nano-SIM
2023,Hot 40,Infinix,8,Android,13,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",168.6 x 76.6 x 8.3,196,6.78,84.5,1080 x 2460,396,,5000,Nano-SIM
2023,Hot 40i,Infinix,8,Android,13,"[('128', '4'), ('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",163.6 x 75.6 x 8.3,190,6.56,83.6,720 x 1612,269,,5000,Nano-SIM
2023,Smart 8,Infinix,8,Android,13,"[('64', '3'), ('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",163.6 x 75.6 x 8.5,184,6.6,84.6,720 x 1612,267,100,5000,Nano-SIM
2023,Zero 30 4G,Infinix,8,Android,13,"[('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.5 x 75 x 7.9,182,6.78,90.0,1080 x 2400,388,180,5000,Nano-SIM
2023,Zero 30,Infinix,8,Android,13,"[('256', '8'), ('256', '12')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.5 x 75 x 7.9,185,6.78,90.0,1080 x 2400,388,,5000,Nano-SIM
2023,GT 10 Pro,Infinix,8,Android,13,"[('256', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass', 'gyro']",162.7 x 75.9 x 8.1,187,6.67,87.0,1080 x 2400,395,260,5000,Nano-SIM
2023,Hot 30 5G,Infinix,8,Android,13,"[('128', '4'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",168.5 x 76.5 x 9.2,215,6.78,84.7,1080 x 2460,396,,5000,Nano-SIM
2023,Note 30 VIP,Infinix,8,Android,13,"[('256', '8'), ('256', '12')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",162.7 x 75.9 x 8.2,190,6.67,87.0,1080 x 2400,395,280,5000,Nano-SIM
2023,Hot 30 Play NFC,Infinix,8,Android,13,"[('128', '4'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",170.6 x 77.5 x 8.6,205,6.82,83.5,720 x 1640,263,,6000,Nano-SIM
2023,Note 30 Pro,Infinix,8,Android,13,"[('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",162.7 x 76 x 8.2,203,6.67,86.9,1080 x 2400,395,,5000,Nano-SIM
2023,Note 30,Infinix,8,Android,13,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",168.6 x 76.6 x 8.6,219,6.78,84.5,1080 x 2460,396,,5000,Nano-SIM
2023,Note 30 5G,Infinix,8,Android,13,"[('128', '4'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",168.5 x 76.5 x 8.5,205,6.78,84.7,1080 x 2460,396,,5000,Nano-SIM
2023,Note 30i,Infinix,8,Android,13,"[('256', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",164.5 x 76.7 x 8.2,198,6.66,84.9,1080 x 2400,395,,5000,Nano-SIM
2023,Smart 7 HD,Infinix,8,Android,12,"[('64', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity']",163.9 x 75.5 x 8.7,196.5,6.6,84.6,720 x 1612,267,110,5000,Nano-SIM
2023,Hot 30i,Infinix,8,Android,12,"[('64', '4'), ('128', '4'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",164 x 75.8 x 8.4,191,6.56,83.2,720 x 1612,269,,5000,Nano-SIM
2023,Hot 30,Infinix,8,Android,13,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",168.7 x 76.6 x 8.4,196,6.78,84.5,1080 x 2460,396,,5000,Nano-SIM
2023,Smart 7 (India),Infinix,8,Android,12,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",164.2 x 75.6 x 9.4,207,6.6,84.3,720 x 1612,267,,6000,Nano-SIM
2023,Smart 7,Infinix,,Android,12,"[('64', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity']",163.8 x 75.6 x 8.7,188,6.6,84.5,720 x 1612,267,90,5000,Nano-SIM
2022,Zero 5G 2023,Infinix,8,Android,12,"[('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",168.7 x 76.5 x 8.9,201,6.78,84.6,1080 x 2460,396,250,5000,Nano-SIM
2022,Hot 20 Play,Infinix,8,Android,12,"[('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",171 x 78 x 8.9,209.6,6.82,82.8,720 x 1640,263,130,6000,Nano-SIM
2022,Hot 20S,Infinix,8,Android,12,"[('128', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",168.7 x 76.8 x 8.5,202,6.78,84.3,1080 x 2460,396,,5000,Nano-SIM
2022,Hot 20,Infinix,8,Android,12,"[('128', '4'), ('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",170.7 x 77.4 x 8.3,198,6.82,83.6,720 x 1640,263,190,5000,Nano-SIM
2022,Note 12 (2023),Infinix,8,Android,12,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.4 x 76.5 x 7.8,195,6.7,86.2,1080 x 2400,393,220,5000,Nano-SIM
2022,Zero Ultra,Infinix,8,Android,12,"[('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",165.5 x 74.5 x 8.8,213,6.8,90.5,1080 x 2400,387,500,4500,Nano-SIM
2022,Hot 20 5G,Infinix,8,Android,12,"[('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",166.3 x 76.5 x 8.9,204,6.58,82.0,1080 x 2408,401,240,5000,Nano-SIM
2022,Hot 20i,Infinix,8,Android,12,"[('64', '2'), ('64', '3'), ('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity']",164.8 x 76.4 x 8.8,195,6.6,83.1,720 x 1612,267,120,5000,Nano-SIM
2022,Zero 20,Infinix,8,Android,12,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.4 x 76.7 x 8,196,6.7,86.0,1080 x 2400,393,200,4500,Nano-SIM
2022,Note 12i 2022,Infinix,8,Android,12,"[('64', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.5 x 76.7 x 7.8,188,6.7,85.9,1080 x 2400,393,150,5000,Nano-SIM
2022,Hot 12 Pro,Infinix,8,Android,12,"[('128', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",164.2 x 75.8 x 8.4,191,6.6,84.1,720 x 1612,267,180,5000,Nano-SIM
2022,Smart 6 Plus (India),Infinix,8,Android,12,"[('64', '2'), ('64', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity']",172.6 x 77.7 x 8.7,202,6.82,83.7,720 x 1600,257,100,5000,Nano-SIM
2022,Note 12 Pro,Infinix,8,Android,12,"[('256', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'gyro', 'compass']",164.4 x 76.5 x 7.8,192,6.7,86.2,1080 x 2400,393,,5000,Nano-SIM
2022,Note 12 Pro 5G,Infinix,8,Android,12,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.7 x 76.9 x 8,188,6.7,85.6,1080 x 2400,393,,5000,Nano-SIM
2022,Note 12 5G,Infinix,8,Android,12,"[('64', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.7 x 76.9 x 8,186,6.7,85.6,1080 x 2400,393,190,5000,Nano-SIM
2022,Hot 11s NFC,Infinix,8,Android,11,"[('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",168.9 x 77 x 8.8,-,6.78,83.9,1080 x 2460,396,230,5000,Nano-SIM
2022,Hot 12 Play,Infinix,8,Android,11,"[('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",171 x 78 x 8.9,209,6.82,83.8,720 x 1612,259,,6000,Nano-SIM
2022,Hot 12 Play NFC,Infinix,8,Android,11,"[('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",171 x 78 x 8.9,209,6.82,82.8,720 x 1640,263,,6000,Nano-SIM
2022,Note 12 VIP,Infinix,8,Android,12,"[('128', '4'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.5 x 76.7 x 7.9,199,6.7,86.4,1080 x 2400,393,290,4500,Nano-SIM
2022,Note 12 G96,Infinix,8,Android,12,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.6 x 76.8 x 8,185,6.7,85.7,1080 x 2400,393,,5000,Nano-SIM
2022,Note 12i,Infinix,8,Android,12,"[('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",170.7 x 77.4 x 8.3,198,6.82,83.6,720 x 1640,263,170,5000,Nano-SIM
2022,Note 12,Infinix,8,Android,11,"[('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.4 x 76.7 x 7.9,184.5,6.7,86.0,1080 x 2400,393,190,5000,Nano-SIM
2022,Hot 12,Infinix,8,Android,12,"[('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",170.5 x 77.6 x 8.3,195,6.82,84.5,720 x 1612,259,150,5000,Nano-SIM
2022,Smart 6 HD,Infinix,8,Android,11,"[('32', '2'), ('64', '3')]",111,"['Accelerometer', 'proximity']",165.6 x 76.4 x 9.1,-,6.6,83.1,720 x 1600,266,80,5000,Nano-SIM
2022,Hot 11 2022,Infinix,8,Android,11,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity']",166.8 x 76.6 x 9.1,199.6,6.7,84.8,1080 x 2400,393,110,5000,Nano-SIM
2022,Hot 12i,Infinix,4,Android,11,"[('64', '2'), ('64', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity']",164.8 x 76.4 x 8.8,190,6.6,83.1,720 x 1612,267,140,5000,Nano-SIM
2022,Zero 5G,Infinix,8,Android,11,"[('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",168.7 x 76.5 x 8.8,199,6.78,88.1,1080 x 2460,388,250,5000,Nano-SIM
2021,Smart 5 Pro,Infinix,8,Android,11,"[('32', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity']",164.4 x 75.6 x 9.5,-,6.52,82.6,720 x 1600,269,70,6000,Nano-SIM
2021,Hot 11 Play,Infinix,8,Android,11,"[('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",171.8 x 78 x 8.9,-,6.82,82.4,720 x 1640,263,120,6000,Nano-SIM
2021,Note 11i,Infinix,8,Android,11,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173.2 x 78.7 x 8.8,-,6.95,84.2,1080 x 2460,387,140,5000,Nano-SIM
2021,Note 11s,Infinix,8,Android,11,"[('64', '4'), ('64', '6'), ('128', '4'), ('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173.1 x 78.4 x 8.7,-,6.95,84.5,1080 x 2460,387,180,5000,Nano-SIM
2021,Note 11,Infinix,8,Android,11,"[('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.4 x 76.7 x 7.9,184,6.7,86.0,1080 x 2400,393,100,5000,Nano-SIM
2021,Smart 6,Infinix,8,Android,11,"[('32', '2'), ('64', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity']",165.6 x 76.4 x 9.1,-,6.6,83.1,720 x 1600,266,100,5000,Nano-SIM
2021,Note 11 Pro,Infinix,8,Android,11,"[('128', '4'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",173.1 x 78.4 x 8.7,209 (7.37 oz),6.95,84.5,1080 x 2460,387,,5000,Nano-SIM
2021,Hot 11s,Infinix,8,Android,11,"[('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",168.9 x 77 x 8.8,205,6.78,83.5,1080 x 2480,399,,5000,Nano-SIM
2021,Hot 11,Infinix,8,Android,11,"[('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.7 x 76.2 x 8.9,201,6.6,83.6,1080 x 2408,400,110,5200,Nano-SIM
2021,Zero X Pro,Infinix,8,Android,11,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.1 x 75.7 x 7.8,193,6.67,86.5,1080 x 2400,395,,4500,Nano-SIM
2021,Zero X,Infinix,8,Android,11,"[('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",164.1 x 75.7 x 7.8,193,6.67,86.5,1080 x 2400,395,320,4500,Nano-SIM
2021,Zero X Neo,Infinix,8,Android,11,"[('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",168.4 x 76.5 x 8.8,-,6.78,84.7,1080 x 2460,396,210,5000,Nano-SIM
2021,Hot 10i,Infinix,8,Android,11,"[('32', '3'), ('64', '2'), ('64', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity']",164.3 x 76 x 9.6,-,6.52,82.2,720 x 1600,269,100,6000,Nano-SIM
2021,Note 10 Pro NFC,Infinix,8,Android,11,"[('128', '6'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",172.8 x 78.3 x 7.8,-,6.95,84.8,1080 x 2460,387,,5000,Nano-SIM
2021,Note 10 Pro,Infinix,8,Android,11,"[('64', '6'), ('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",172.8 x 78.3 x 7.8,209,6.95,84.8,1080 x 2460,387,,5000,Nano-SIM
