year,name,brand,core,type,version,memory,network,sensor,dimensions,weight,size,screen_to_body_ratio,resolution,ppi_density,price,battery,sim
2020,Watch GT 2 Pro,Huawei,,Huawei,Lite,"[('4', '32')]",111,"['Accelerometer', 'gyro', 'heart rate', 'barometer', 'compass', 'SpO2', 'VO2max']",46.7 x 46.7 x 11.4,52,1.39,,454 x 454,326,140,455,
2020,Y9a,Huawei,8,Android,10,"[('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.5 x 76.5 x 9,197,6.63,84.8,1080 x 2400,397,200,4200,Nano-SIM
2020,Enjoy 20 Plus 5G,Huawei,8,Android,10,"[('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.5 x 76.5 x 9,197,6.63,84.8,1080 x 2400,397,280,4200,Nano-SIM
2020,Enjoy 20 5G,Huawei,8,Android,10,"[('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",165.2 x 76 x 9.2,188,6.6,83.8,720 x 1600,266,210,5000,Nano-SIM
2020,Watch Fit,Huawei,,Proprietary,OS,"[('4',)]",111,"['Accelerometer', 'gyro', 'heart rate', 'SpO2']",46 x 30 x 10.7,21,1.64,,280 x 456,326,90,,
2020,MatePad 10.8,Huawei,8,Android,10,"[('64', '6'), ('128', '6'), ('256', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",257 x 170 x 7.2,500,10.8,77.4,1600 x 2560,280,300,7500,Nano-SIM
2020,MatePad T 10s,Huawei,8,Android,10,"[('16', '2'), ('32', '2'), ('64', '3'), ('64', '4'), ('128', '4')]",111,"['Accelerometer', 'proximity']",240.2 x 159 x 7.9,450,10.1,77.4,1200 x 1920,224,200,5100,Nano-SIM
2020,Enjoy Tablet 2,Huawei,8,Android,10,"[('64', '4'), ('128', '4')]",111,"['Accelerometer', 'proximity']",240.2 x 159 x 7.9,450,10.1,77.4,1200 x 1920,224,200,5100,
2020,Children's Watch 4X,Huawei,,Proprietary,OS,"[('16', '1')]",111,"['Accelerometer', 'gyro']",53 x 45.7 x 14.7,67.7,1.41,,320 x 360,342,170,800,Nano-SIM
2020,Enjoy 20 Pro,Huawei,8,Android,10,"[('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",160 x 75.3 x 8.4,192,6.5,84.7,1080 x 2400,405,250,4000,Nano-SIM
2020,Enjoy Z 5G,Huawei,8,Android,10,"[('64', '6'), ('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",160 x 75.3 x 8.4,182,6.5,84.7,1080 x 2400,405,220,4000,Nano-SIM
2020,P Smart S,Huawei,8,Android,10,"[('128', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",157.4 x 73.2 x 7.8,163,6.3,83.2,1080 x 2400,418,260,4000,Nano-SIM
2020,Y8p,Huawei,8,Android,10,"[('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",157.4 x 73.2 x 7.8,163,6.3,83.2,1080 x 2400,418,240,4000,Nano-SIM
2020,P40 lite 5G,Huawei,8,Android,10,"[('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",162.3 x 75 x 8.6,189,6.5,83.8,1080 x 2400,405,190,4000,Nano-SIM
2020,P30 Pro New Edition,Huawei,8,Android,10,"[('128', '6'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'color spectrum']",158 x 73.4 x 8.4,192,6.47,88.6,1080 x 2340,398,820,4200,Nano-SIM
2020,MatePad T8,Huawei,8,Android,10,"[('16', '2'), ('32', '2'), ('32', '3')]",111,['Accelerometer'],199.7 x 121.1 x 8.6,310,8.0,76.7,800 x 1280,189,100,5100,Nano-SIM
2020,Y8s,Huawei,8,Android,9.0,"[('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",162.4 x 77.1 x 8.1,180,6.5,82.8,1080 x 2340,396,140,4000,Nano-SIM
2020,Y6p,Huawei,8,Android,10,"[('32', '3'), ('64', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity']",159.1 x 74.1 x 9,185,6.3,81.3,720 x 1600,278,160,5000,Nano-SIM
2020,Y5p,Huawei,8,Android,10,"[('32', '2')]",111,"['Accelerometer', 'proximity']",146.5 x 70.9 x 8.4,144,5.45,73.8,720 x 1440,295,110,3020,Nano-SIM
2020,P smart 2020,Huawei,8,Android,9.0,"[('128', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",155.2 x 73.4 x 8,160,6.21,83.1,1080 x 2340,415,200,3400,Nano-SIM
2020,nova 7 Pro 5G,Huawei,8,Android,10,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",160.4 x 73.7 x 8,178,6.57,89.6,1080 x 2340,392,480,4000,Nano-SIM
2020,nova 7 5G,Huawei,8,Android,10,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",160.6 x 74.3 x 8,180,6.53,86.3,1080 x 2400,403,390,4000,Nano-SIM
2020,nova 7 SE,Huawei,8,Android,10,"[('128', '6'), ('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",162.3 x 75 x 8.6,189,6.5,83.8,1080 x 2400,405,320,4000,Nano-SIM
2020,MatePad 10.4,Huawei,8,Android,10,"[('32', '3'), ('64', '4'), ('128', '4'), ('128', '6')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",245.2 x 155 x 7.4,450,10.4,81.0,1200 x 2000,224,250,7250,Nano-SIM
2020,Watch GT 2e,Huawei,,Proprietary,OS,"[('4', '16')]",111,"['Accelerometer', 'gyro', 'heart rate', 'barometer', 'compass', 'SpO2']",53 x 46.8 x 10.8,43,1.39,,454 x 454,326,100,455,
2020,Enjoy 10e,Huawei,8,Android,10,"[('64', '4'), ('128', '4')]",111,"['Accelerometer', 'proximity']",159.1 x 74.1 x 9,185,6.3,81.3,720 x 1600,278,120,5000,Nano-SIM
2020,P40 Pro+,Huawei,8,Android,10,"[('256', '8'), ('512', '8')]",111,"['Infrared Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'color spectrum']",158.2 x 72.6 x 9,226,6.58,91.6,1200 x 2640,441,1000,4200,Nano-SIM
2020,P40 Pro,Huawei,8,Android,10,"[('128', '8'), ('256', '8'), ('512', '8')]",111,"['Infrared Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'color spectrum']",158.2 x 72.6 x 9,209,6.58,91.6,1200 x 2640,441,469.00,4200,Nano-SIM
2020,P40,Huawei,8,Android,10,"[('128', '6'), ('128', '8'), ('256', '8')]",111,"['Infrared Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'color spectrum']",148.9 x 71.1 x 8.5,175,6.1,86.3,1080 x 2340,422,520,3800,Nano-SIM
2020,P40 lite E,Huawei,8,Android,9.0,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",159.8 x 76.1 x 8.1,176,6.39,82.4,720 x 1560,269,150,4000,Nano-SIM
2020,P40 lite,Huawei,8,Android,10,"[('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",159.2 x 76.3 x 8.7,183,6.4,83.5,1080 x 2310,398,145.00,4200,Nano-SIM
2020,MatePad Pro 10.8 5G (2019),Huawei,8,Android,10,"[('128', '6'), ('256', '8'), ('512', '8')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",246 x 159 x 7.2,460,10.8,86.5,2560 x 1600,280,550,7250,Nano-SIM
2020,Mate Xs,Huawei,8,Android,10,"[('512', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",Unfolded: 161.3 x 146.2 x 5.4,300,8.0,86.9,2200 x 2480,414,1950,4500,Nano-SIM
2020,P30 lite New Edition,Huawei,8,Android,9.0,"[('128', '6'), ('256', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",152.9 x 72.7 x 7.4,152.9,6.15,84.2,1080 x 2312,415,360,3340,Nano-SIM
2020,Y7p,Huawei,8,Android,9.0,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",159.8 x 76.1 x 8.1,176,6.39,82.4,720 x 1560,269,140,4000,Nano-SIM
2020,nova 7i,Huawei,8,Android,10,"[('128', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",159.2 x 76.3 x 8.7,183,6.4,83.5,1080 x 2310,398,240,4200,Nano-SIM
2020,Y6s (2019),Huawei,8,Android,9.0,"[('32', '3'), ('64', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity']",156.3 x 73.5 x 8,150,6.09,79.2,720 x 1560,282,160,3020,Nano-SIM
2019,P smart Pro 2019,Huawei,8,Android,9.0,"[('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.1 x 77.2 x 8.8,206,6.59,84.7,1080 x 2340,391,290,4000,Nano-SIM
2019,nova 6 5G,Huawei,8,Android,10,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",162.7 x 75.8 x 9,212,6.57,84.5,1080 x 2400,401,,4200,Nano-SIM
2019,nova 6,Huawei,8,Android,10,"[('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",162.6 x 75.7 x 8.6,197,6.57,84.7,1080 x 2400,401,,4100,Nano-SIM
2019,nova 6 SE,Huawei,8,Android,10,"[('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",159.2 x 76.3 x 8.7,183,6.4,83.5,1080 x 2310,398,280,4200,Nano-SIM
2019,MatePad Pro 10.8 (2019),Huawei,8,Android,10,"[('128', '6'), ('256', '8'), ('512', '8')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",246 x 159 x 7.2,460,10.8,86.5,2560 x 1600,280,450,7250,Nano-SIM
2019,Mate X,Huawei,8,Android,9.0,"[('512', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",Unfolded: 161.3 x 146.2 x 5.4,295,8.0,86.9,2200 x 2480,414,2150,4500,Nano-SIM
2019,Y9s,Huawei,8,Android,9.0,"[('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.1 x 77.2 x 8.8,206,6.59,84.7,1080 x 2340,391,220,4000,Nano-SIM
2019,nova 5z,Huawei,8,Android,9.0,"[('64', '6'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",156.1 x 73.9 x 8.3,178,6.26,83.4,1080 x 2340,412,200,4000,Nano-SIM
2019,Enjoy 10s,Huawei,8,Android,9.0,"[('64', '6'), ('128', '4'), ('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",157.4 x 73.2 x 7.8,163,6.3,83.2,1080 x 2400,418,200,4000,Nano-SIM
2019,Enjoy 10,Huawei,8,Android,9.0,"[('64', '4'), ('64', '6'), ('128', '4')]",111,"['Accelerometer', 'proximity', 'compass']",159.8 x 76.1 x 8.1,176,6.39,82.4,720 x 1560,269,150,4000,Nano-SIM
2019,Mate 30 RS Porsche Design,Huawei,8,Android,10,"[('512', '12')]",111,"['Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'barometer', 'compass']",158.1 x 73.1 x 9.3,198,6.53,94.1,1176 x 2400,409,1700,4500,Nano-SIM
2019,Mate 30 Pro 5G,Huawei,8,Android,10,"[('128', '8'), ('256', '8'), ('512', '8')]",111,"['Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'barometer', 'compass', 'color spectrum']",158.1 x 73.1 x 8.8,198,6.53,94.1,1176 x 2400,409,1440,4500,Nano-SIM
2019,Mate 30 Pro,Huawei,8,Android,10,"[('128', '8'), ('256', '8')]",111,"['Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'barometer', 'compass']",158.1 x 73.1 x 8.8,198,6.53,94.1,1176 x 2400,409,1290,4500,Nano-SIM
2019,Mate 30 5G,Huawei,8,Android,10,"[('128', '6'), ('128', '8'), ('256', '8')]",111,"['Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'barometer', 'compass']",160.8 x 76.1 x 8.4,196,6.62,87.9,1080 x 2340,389,650,4200,Nano-SIM
2019,Mate 30,Huawei,8,Android,10,"[('128', '6'), ('128', '8')]",111,"['Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'barometer', 'compass']",160.8 x 76.1 x 8.4,196,6.62,87.9,1080 x 2340,389,550,4200,Nano-SIM
2019,Watch GT 2,Huawei,,Proprietary,OS,"[('4', '32')]",111,"['Accelerometer', 'gyro', 'heart rate', 'barometer', 'compass']",45.9 x 45.9 x 10.7,41,1.39,,454 x 454,326,120,455,
2019,nova 5i Pro,Huawei,8,Android,9.0,"[('128', '6'), ('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",156.1 x 73.9 x 8.3,178,6.26,83.4,1080 x 2340,412,290,4000,Nano-SIM
2019,Enjoy 10 Plus,Huawei,8,Android,9.0,"[('128', '4'), ('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.5 x 77.3 x 8.8,163.5,6.59,84.3,1080 x 2340,391,190,4000,Nano-SIM
2019,nova 5T,Huawei,8,Android,9.0,"[('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",154.3 x 74 x 7.8,174,6.26,84.2,1080 x 2340,412,340,3750,Nano-SIM
2019,MediaPad M6 10.8,Huawei,8,Android,9.0,"[('64', '4'), ('128', '4'), ('256', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",257 x 170 x 7.2,498,10.8,77.4,2560 x 1600,280,300,7500,Nano-SIM
2019,MediaPad M6 Turbo 8.4,Huawei,8,Android,9.0,"[('128', '6')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",206.4 x 125.2 x 8.2,340,8.4,79.2,2560 x 1600,359,350,6100,Nano-SIM
2019,MediaPad M6 8.4,Huawei,8,Android,9.0,"[('64', '4'), ('128', '4'), ('128', '8')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",206.4 x 125.2 x 7.4,320,8.4,79.2,2560 x 1600,359,260,6100,Nano-SIM
2019,nova 5 Pro,Huawei,8,Android,9.0,"[('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",157.4 x 74.8 x 7.3,171,6.39,85.1,1080 x 2340,403,390,3500,Nano-SIM
2019,nova 5,Huawei,8,Android,9.0,"[('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",157.4 x 74.8 x 7.3,171,6.39,85.1,1080 x 2340,403,360,3500,Nano-SIM
2019,nova 5i,Huawei,8,Android,9.0,"[('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",159.1 x 75.9 x 8.3,178,6.4,84.0,1080 x 2310,398,260,4000,Nano-SIM
2019,Y9 Prime (2019),Huawei,8,Android,9.0,"[('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.5 x 77.3 x 8.9,196.8,6.59,84.3,1080 x 2340,391,220,4000,Nano-SIM
2019,P20 lite (2019),Huawei,8,Android,9.0,"[('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",159.1 x 75.9 x 8.3,178,6.4,84.0,1080 x 2310,398,280,4000,Nano-SIM
2019,P Smart Z,Huawei,8,Android,9.0,"[('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",163.5 x 77.3 x 8.8,196.8,6.59,84.3,1080 x 2340,391,280,4000,Nano-SIM
2019,Mate 20 X (5G),Huawei,8,Android,9.0,"[('128', '6'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'barometer', 'compass']",174.6 x 85.4 x 8.4,233,7.2,87.6,1080 x 2244,346,760,4200,Nano-SIM
2019,P30 Pro,Huawei,8,Android,9.0,"[('128', '6'), ('128', '8'), ('256', '8'), ('512', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'color spectrum']",158 x 73.4 x 8.4,192,6.47,88.6,1080 x 2340,398,670,4200,Nano-SIM
2019,P30,Huawei,8,Android,9.0,"[('64', '8'), ('128', '6'), ('128', '8'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'color spectrum']",149.1 x 71.4 x 7.6,165,6.1,85.8,1080 x 2340,422,349,3650,Nano-SIM
2019,P30 lite,Huawei,8,Android,9.0,"[('64', '4'), ('128', '4'), ('128', '6'), ('128', '8'), ('256', '4'), ('256', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",152.9 x 72.7 x 7.4,159,6.15,84.2,1080 x 2312,415,420,3340,Nano-SIM
2019,nova 4e,Huawei,8,Android,9.0,"[('128', '4'), ('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",152.9 x 72.7 x 7.4,159,6.15,84.2,1080 x 2312,415,270,3340,Nano-SIM
2019,Y5 (2019),Huawei,4,Android,9.0,"[('16', '2'), ('32', '2')]",111,"['Accelerometer', 'proximity']",147.1 x 70.8 x 8.5,146,5.71,78.1,720 x 1520,295,130,3020,Nano-SIM
2019,Enjoy 9e,Huawei,8,Android,9.0,"[('32', '3'), ('64', '3')]",111,"['Accelerometer', 'proximity']",156.3 x 73.5 x 8,150,6.09,78.7,720 x 1560,283,120,3020,Nano-SIM
2019,Enjoy 9s,Huawei,8,Android,9.0,"[('64', '4'), ('64', '6'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",155.2 x 73.4 x 8,160,6.21,83.1,1080 x 2340,415,200,3400,Nano-SIM
2018,Y Max,Huawei,8,Android,8.1,"[('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",177.6 x 86.2 x 8.5,210,7.12,83.5,1080 x 2244,350,280,5000,Nano-SIM
2019,MediaPad M5 Lite 8,Huawei,8,Android,9.0,"[('32', '3'), ('64', '4'), ('128', '4')]",111,"['Accelerometer', 'proximity']",204.2 x 122.2 x 8.2,310,8.0,74.4,1920 x 1200,283,160,5100,Nano-SIM
2019,Y6 Pro (2019),Huawei,4,Android,9.0,"[('32', '3')]",111,"['Accelerometer', 'proximity']",156.3 x 73.5 x 8,150,6.09,79.2,720 x 1560,282,120,3020,Nano-SIM
2019,Y6 (2019),Huawei,4,Android,9.0,"[('32', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity']",156.3 x 73.5 x 8,150,6.09,79.2,720 x 1560,282,130,3020,Nano-SIM
2019,Y7 (2019),Huawei,8,Android,8.1,"[('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",158.9 x 76.9 x 8.1,168,6.26,80.0,720 x 1520,269,180,4000,Nano-SIM
2019,Y7 Prime (2019),Huawei,8,Android,8.1,"[('32', '3'), ('64', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",158.9 x 76.9 x 8.1,168,6.26,80.0,720 x 1520,269,200,4000,Nano-SIM
2019,Y7 Pro (2019),Huawei,8,Android,8.1,"[('32', '3'), ('64', '4'), ('128', '4')]",111,"['Accelerometer', 'proximity', 'compass']",158.9 x 76.9 x 8.1,168,6.26,80.0,720 x 1520,269,200,4000,Nano-SIM
2018,Y5 lite (2018),Huawei,4,Android,8.1,"[('16', '1')]",111,"['Accelerometer', 'proximity']",146.5 x 70.9 x 8.3,142,5.45,73.8,720 x 1440,295,100,3020,Nano-SIM
2018,nova 4,Huawei,8,Android,9.0,"[('128', '6'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",157 x 75.1 x 7.8,172,6.4,86.0,1080 x 2310,398,400,3750,Nano-SIM
2018,P smart 2019,Huawei,8,Android,9.0,"[('32', '3'), ('64', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",155.2 x 73.4 x 8,160,6.21,83.1,1080 x 2340,415,200,3400,Nano-SIM
2018,Enjoy 9,Huawei,8,Android,8.1,"[('32', '3'), ('64', '4')]",111,"['Accelerometer', 'proximity', 'compass']",158.9 x 76.9 x 8.1,168,6.26,80.0,720 x 1520,269,130,4000,Nano-SIM
2018,Watch Magic,Huawei,,Proprietary,OS,"[('128', '16')]",001,"['Accelerometer', 'gyro', 'heart rate', 'barometer', 'compass']",42.8 x 42.8 x 9.8,32.5,1.2,,390 x 390,326,150,178,
2018,Watch GT,Huawei,,Proprietary,OS,"[('128', '16')]",001,"['Accelerometer', 'gyro', 'heart rate', 'barometer', 'compass']",46.5 x 46.5 x 10.6,46,1.39,,454 x 454,326,200,420,
2018,Mate 20 RS Porsche Design,Huawei,8,Android,9.0,"[('256', '8'), ('512', '8')]",111,"['Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'barometer', 'compass']",157.8 x 72.3 x 9.7,187,6.39,87.9,1440 x 3120,538,1200,4200,Nano-SIM
2018,Mate 20 X,Huawei,8,Android,9.0,"[('128', '6'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'barometer', 'compass']",174.6 x 85.4 x 8.2,232,7.2,87.6,1080 x 2244,346,580,5000,Nano-SIM
2018,Mate 20 Pro,Huawei,8,Android,9.0,"[('128', '6'), ('128', '8'), ('256', '8')]",111,"['Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'barometer', 'compass']",157.8 x 72.3 x 8.6,189,6.39,87.9,1440 x 3120,538,800,4200,Nano-SIM
2018,Mate 20,Huawei,8,Android,9.0,"[('64', '6'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'barometer', 'compass']",158.2 x 77.2 x 8.3,188,6.53,88.0,1080 x 2244,381,460,4000,Nano-SIM
2018,MediaPad T5,Huawei,8,Android,8.0,"[('16', '2'), ('32', '2'), ('32', '3'), ('64', '4')]",111,['Accelerometer'],243 x 164 x 7.8,460,10.1,74.2,1920 x 1200,224,170,5100,Nano-SIM
2018,MediaPad M5 lite,Huawei,8,Android,8.0,"[('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",243.4 x 162.2 x 7.7,475,10.1,74.9,1920 x 1200,224,200,7500,Nano-SIM
2018,Y9 (2019),Huawei,8,Android,8.1,"[('64', '3'), ('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",162.4 x 77.1 x 8.1,173,6.5,82.8,1080 x 2340,396,180,4000,Nano-SIM
2018,Mate 20 lite,Huawei,8,Android,8.1,"[('64', '4'), ('64', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",158.3 x 75.3 x 7.6,172,6.3,81.7,1080 x 2340,409,230,3750,Nano-SIM
2018,P Smart+ 2019,Huawei,8,Android,9.0,"[('64', '3'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",155.2 x 73.4 x 8,160,6.21,83.1,1080 x 2340,415,260,3400,Nano-SIM
2018,nova 3i,Huawei,8,Android,8.1,"[('64', '4'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",157.6 x 75.2 x 7.6,169,6.3,82.2,1080 x 2340,409,220,3340,Nano-SIM
2018,nova 3,Huawei,8,Android,8.1,"[('64', '6'), ('128', '4'), ('128', '6')]",111,"['Infrared Face ID', 'fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",157 x 73.7 x 7.3,166,6.3,84.2,1080 x 2340,409,350,3750,Nano-SIM
2018,Watch 2 2018,Huawei,4,Android,Wear,"[('4', '768')]",111,"['Accelerometer', 'gyro', 'heart rate', 'barometer', 'compass']",48.9 x 45 x 12.6,57,1.2,,390 x 390,326,270,420,Nano-SIM
2018,Y5 Prime (2018),Huawei,4,Android,8.1,"[('16', '1'), ('16', '2'), ('32', '2')]",111,"['Accelerometer', 'proximity']",146.5 x 70.9 x 8.3,142,5.45,73.8,720 x 1440,295,100,3020,Nano-SIM
2018,Y3 (2018),Huawei,4,Android,8.0,"[('8', '1')]",111,"['Accelerometer', 'proximity']",145.1 x 73.7 x 9.5,175,5.0,64.4,480 x 854,196,90,2280,Micro-SIM
2018,Y6 Prime (2018),Huawei,4,Android,8.0,"[('16', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity']",152.4 x 73 x 7.8,150,5.7,75.4,720 x 1440,282,140,3000,Nano-SIM
2018,Y6 (2018),Huawei,4,Android,8.0,"[('16', '2'), ('16', '3')]",111,"['Accelerometer', 'proximity']",152.4 x 73 x 7.8,150,5.7,75.4,720 x 1440,282,150,3000,Nano-SIM
2018,Mate RS Porsche Design,Huawei,8,Android,8.1,"[('256', '6'), ('512', '6')]",111,"['Fingerprints', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",152.9 x 72.5 x 8.5,183,6.0,83.5,1440 x 2880,538,1300,4000,Nano-SIM
2018,P20 Pro,Huawei,8,Android,8.1,"[('64', '6'), ('128', '6'), ('128', '8'), ('256', '6'), ('256', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'color spectrum']",155 x 73.9 x 7.8,180,6.1,82.0,1080 x 2240,408,410,4000,Nano-SIM
2018,P20,Huawei,8,Android,8.1,"[('64', '4'), ('64', '6'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'color spectrum']",149.1 x 70.8 x 7.7,165,5.8,80.4,1080 x 2240,429,330,3400,Nano-SIM
2018,P20 lite,Huawei,8,Android,8.0,"[('32', '3'), ('32', '4'), ('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",148.6 x 71.2 x 7.4,145,5.84,80.5,1080 x 2280,432,240,3000,Nano-SIM
2018,Y7 Pro (2018),Huawei,8,Android,8.0,"[('32', '3')]",111,"['Accelerometer', 'proximity', 'compass']",158.3 x 76.7 x 7.8,155,5.99,76.3,720 x 1440,269,150,3000,Nano-SIM
2018,Y7 Prime (2018),Huawei,8,Android,8.0,"[('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",158.3 x 76.7 x 7.8,155,5.99,76.3,720 x 1440,269,170,3000,Nano-SIM
2018,Y7 (2018),Huawei,8,Android,8.0,"[('16', '2')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",158.3 x 76.7 x 7.8,155,5.99,76.3,720 x 1440,269,150,3000,Nano-SIM
2018,Y9 (2018),Huawei,8,Android,8.0,"[('32', '3'), ('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",157.2 x 75.3 x 7.9,170,5.93,76.7,1080 x 2160,407,220,4000,Nano-SIM
