year,name,brand,core,type,version,memory,network,sensor,dimensions,weight,sim,size,screen_to_body_ratio,resolution,ppi_density,price,battery
2020,3.4,Nokia,8,Android,10,"[('32', '3'), ('64', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity']",161 x 76 x 8.7,180,Nano-SIM,6.39,81.9,720 x 1560,269,100,4000
2020,2.4,Nokia,8,Android,10,"[('32', '2'), ('64', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity']",165.9 x 76.3 x 8.7,195,Nano-SIM,6.5,80.6,720 x 1600,270,240,4500
2020,C3,Nokia,8,Android,10,"[('16', '2'), ('32', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity']",159.9 x 77 x 8.7,184.5,Nano-SIM,5.99,75.2,720 x 1440,269,130,3040
2020,C5 Endi,Nokia,8,Android,10,"[('64', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity', 'compass']",171.7 x 76.7 x 8.9,200,Nano-SIM,6.52,77.9,720 x 1600,269,150,4000
2020,C2 Tennen,Nokia,4,Android,10,"[('16', '2'), ('32', '2')]",111,"['Accelerometer', 'proximity']",150.6 x 72.4 x 9.1,180,Nano-SIM,5.45,70.3,720 x 1440,295,60,3000
2020,C2 Tava,Nokia,4,Android,10,"[('16', '2'), ('32', '2')]",111,"['Accelerometer', 'proximity']",150.6 x 72.4 x 9.1,180,Nano-SIM,5.45,70.3,720 x 1440,295,100,3000
2020,150 (2020),Nokia,,,,"[('4',)]",001,[''],132 x 50.5 x 15,90.5,Mini-SIM,2.4,26.8,240 x 320,167,30,1020
2020,125,Nokia,,,,"[('4',)]",001,[''],132 x 50.5 x 15,91.3,Mini-SIM,2.4,26.8,240 x 320,167,20,1020
2020,8.3 5G,Nokia,8,Android,10,"[('64', '6'), ('64', '8'), ('128', '8')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",171.9 x 78.6 x 9,220,Nano-SIM,6.81,82.9,1080 x 2400,386,470,4500
2020,5.3,Nokia,8,Android,10,"[('64', '3'), ('64', '4'), ('64', '6'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'proximity']",164.3 x 76.6 x 8.5,185,Nano-SIM,6.55,82.3,720 x 1600,268,290,4000
2020,1.3,Nokia,4,Android,10,"[('16', '1')]",111,"['Accelerometer', 'proximity']",147.3 x 71.2 x 9.4,155,Nano-SIM,5.71,77.6,720 x 1520,295,170,3000
2020,5310 (2020),Nokia,,,,"[('16', '8')]",001,[''],123.7 x 52.4 x 13.1,88.2,Mini-SIM,2.4,27.5,240 x 320,167,70,1200
2020,C2,Nokia,4,Android,9.0,"[('16', '1')]",111,"['Accelerometer', 'proximity']",154.8 x 75.6 x 8.9,161,Nano-SIM,5.7,71.6,720 x 1440,282,,2800
2019,C1,Nokia,4,Android,9.0,"[('16', '1')]",011,"['Accelerometer', 'proximity']",147.6 x 71.4 x 8.7,155,Nano-SIM,5.45,72.7,480 x 960,197,50,2500
2019,2.3,Nokia,4,Android,9.0,"[('32', '2')]",111,"['Accelerometer', 'proximity']",157.7 x 75.4 x 8.7,183,Nano-SIM,6.2,80.7,720 x 1520,271,120,4000
2019,7.2,Nokia,8,Android,9.0,"[('64', '4'), ('64', '6'), ('128', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",159.9 x 75.2 x 8.3,180,Nano-SIM,6.3,82.4,1080 x 2280,400,240,3500
2019,6.2,Nokia,8,Android,9.0,"[('32', '3'), ('64', '3'), ('64', '4'), ('128', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",159.9 x 75.1 x 8.3,180,Nano-SIM,6.3,82.5,1080 x 2280,400,180,3500
2019,800 Tough,Nokia,2,KaiOS,2.5.2,"[('4', '512')]",111,[''],145.4 x 62.1 x 16.1,161,Nano-SIM,2.4,19.8,240 x 320,167,300,2100
2021,2720 V Flip,Nokia,2,KaiOS,2.5.2,"[('4', '512')]",111,[''],192.7 x 54.5 x 11.6,118,Nano-SIM,2.8,23.1,240 x 320,143,70,1500
2019,2720 Flip,Nokia,2,KaiOS,2.5.2,"[('4', '512')]",111,[''],192.7 x 54.5 x 11.6,118,Nano-SIM,2.8,23.1,240 x 320,143,140,1500
2019,220 4G,Nokia,,,,"[('24', '16')]",101,[''],121.3 x 52.9 x 13.4,86.5,Nano-SIM,2.4,27.8,240 x 320,167,40,1200
2019,110 (2019),Nokia,,,,"[('4',)]",001,[''],115.2 x 49.9 x 14.3,75,Mini-SIM,1.77,16.9,120 x 160,113,20,800
2019,105 (2019),Nokia,,,,"[('4', '4')]",001,[''],119 x 49.2 x 14.4,73,Mini-SIM,1.77,16.6,120 x 160,113,10,800
2019,3.1 C,Nokia,4,Android,9.0,"[('32', '2')]",111,"['Accelerometer', 'gyro', 'proximity']",152.7 x 71.9 x 9.4,156,Nano-SIM,5.45,69.8,720 x 1440,295,,2990
2019,3.1 A,Nokia,4,Android,9.0,"[('32', '2')]",111,"['Accelerometer', 'gyro', 'proximity']",152.7 x 71.9 x 9.4,156,Nano-SIM,5.45,69.8,720 x 1440,295,,2990
2019,2.2,Nokia,4,Android,9.0,"[('16', '2'), ('32', '3')]",111,"['Accelerometer', 'proximity']",146 x 70.6 x 9.3,153,Nano-SIM,5.71,79.0,720 x 1520,295,100,3000
2019,X71,Nokia,8,Android,9.0,"[('64', '6'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",157.2 x 76.5 x 8,180,Nano-SIM,6.39,83.9,1080 x 2316,400,290,3500
2019,9 PureView,Nokia,8,Android,9.0,"[('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",155 x 75 x 8,172,Nano-SIM,5.99,79.7,1440 x 2880,538,210,3320
2019,4.2,Nokia,8,Android,9.0,"[('16', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity']",149 x 71.3 x 8.4,161,Nano-SIM,5.71,76.6,720 x 1520,295,130,3000
2020,3 V,Nokia,4,Android,9.0,"[('16', '2')]",111,"['Accelerometer', 'proximity']",161.2 x 76.2 x 9.1,188.6,Nano-SIM,6.26,79.6,720 x 1520,269,140,4000
2019,3.2,Nokia,4,Android,9.0,"[('16', '2'), ('32', '3'), ('64', '3')]",111,"['Fingerprint', 'accelerometer', 'proximity']",159.4 x 76.2 x 8.6,181,Nano-SIM,6.26,80.5,720 x 1520,269,140,4000
2019,1 Plus,Nokia,4,Android,9.0,"[('8', '1'), ('16', '1'), ('16', '3')]",111,"['Accelerometer', 'proximity']",145 x 70.4 x 8.6,138.4,Nano-SIM,5.45,75.1,480 x 960,197,80,2500
2019,210,Nokia,,,,"[('16',)]",001,[''],120.8 x 53.5 x 13.8,82,Mini-SIM,2.4,27.6,240 x 320,167,30,1020
2018,8.1 (Nokia X7),Nokia,8,Android,9.0,"[('64', '4'), ('64', '6'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",154.8 x 75.8 x 8,180,Nano-SIM,6.18,81.2,1080 x 2280,408,390,3500
2018,106 (2018),Nokia,,,,"[('4', '4')]",001,[''],111.2 x 49.5 x 14.4,70.2,Mini-SIM,1.8,18.2,120 x 160,111,20,800
2018,3.1 Plus,Nokia,8,Android,8.1,"[('16', '2'), ('32', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",156.9 x 76.4 x 8.2,180,Nano-SIM,6.0,77.5,720 x 1440,268,120,3500
2018,7.1,Nokia,8,Android,8.1,"[('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",149.7 x 71.2 x 8,160,Nano-SIM,5.84,79.9,1080 x 2280,432,240,3060
2018,6.1 Plus (Nokia X6),Nokia,8,Android,8.1,"[('32', '4'), ('64', '4'), ('64', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",147.2 x 71 x 8,151,Nano-SIM,5.8,81.5,1080 x 2280,432,160,3060
2018,5.1 Plus (Nokia X5),Nokia,8,Android,8.1,"[('32', '3'), ('64', '4'), ('64', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",149.5 x 72 x 8.1,160,Nano-SIM,5.86,79.6,720 x 1520,287,190,3060
2018,5.1,Nokia,8,Android,8.0,"[('16', '2'), ('32', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",151.1 x 70.7 x 8.3,150,Nano-SIM,5.5,73.1,1080 x 2160,439,240,2970
2018,3.1,Nokia,8,Android,8.0,"[('16', '2'), ('32', '2'), ('32', '3')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",146.3 x 68.7 x 8.7,138.3,Nano-SIM,5.2,69.4,720 x 1440,310,200,2990
2018,2.1,Nokia,4,Android,8.1,"[('8', '1')]",111,"['Accelerometer', 'proximity']",153.6 x 77.6 x 9.7,174,Nano-SIM,5.5,70.0,720 x 1280,267,100,4000
2018,8110 4G,Nokia,2,KaiOS,2.5.1,"[('4', '512')]",111,[''],133.5 x 49.3 x 14.9,117,Micro-SIM,2.4,27.1,240 x 320,167,140,1500
2018,8 Sirocco,Nokia,8,Android,8.0,"[('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",140.9 x 73 x 7.5,177,Nano-SIM,5.5,81.1,1440 x 2560,534,1010,3260
2018,7 plus,Nokia,8,Android,8.1,"[('64', '4'), ('64', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",158.4 x 75.6 x 8,183,Nano-SIM,6.0,77.2,1080 x 2160,403,490,3800
2018,6.1,Nokia,8,Android,8.1,"[('32', '3'), ('32', '4'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",148.8 x 75.8 x 8.2,172,Nano-SIM,5.5,73.2,1080 x 1920,403,220,3000
2018,1,Nokia,4,Android,8.1,"[('8', '1')]",111,"['Accelerometer', 'proximity']",133.6 x 67.8 x 9.5,131,Micro-SIM,4.5,61.6,480 x 854,218,100,2150
2018,3310 4G,Nokia,,,,"[('512', '256')]",111,[''],117 x 52.4 x 13.4,88.1,Micro-SIM,2.4,29.1,240 x 320,167,100,1200
2017,2,Nokia,4,Android,7.1.1,"[('8', '1')]",111,"['Accelerometer', 'proximity', 'compass']",143.5 x 71.3 x 9.3,161,Nano-SIM,5.0,67.4,720 x 1280,294,110,4100
2017,7,Nokia,8,Android,7.1.1,"[('64', '4'), ('64', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",141.2 x 71.5 x 7.9,153,Nano-SIM,5.2,73.8,1080 x 1920,424,220,3000
2017,3310 3G,Nokia,,,,"[('64',)]",011,[''],117 x 52.4 x 13.4,88.2 (DS)/ 84.9 (SS) (3.10 oz),Micro-SIM,2.4,29.1,240 x 320,167,70,1200
2017,8,Nokia,8,Android,7.1.1,"[('64', '4'), ('128', '6')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",151.5 x 73.7 x 7.9,160,Nano-SIM,5.3,69.4,1440 x 2560,554,300,3090
2017,105 (2017),Nokia,,,,"[('4', '4')]",001,[''],112 x 49.5 x 14.4,73,Mini-SIM,1.8,18.1,120 x 160,111,20,800
2017,130 (2017),Nokia,,,,"[('8', '4')]",001,[''],111.5 x 48.4 x 14.2,74,Mini-SIM,1.8,18.6,120 x 160,111,30,1020
2017,3,Nokia,4,Android,7.0,"[('16', '2')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",143.4 x 71.4 x 8.5,140,Nano-SIM,5.0,67.3,720 x 1280,294,100,2630
2017,5,Nokia,8,Android,7.1.1,"[('16', '2'), ('16', '3')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",149.7 x 72.5 x 8,160,Nano-SIM,5.2,68.7,720 x 1280,282,170,3000
2017,6,Nokia,8,Android,7.1.1,"[('32', '3'), ('64', '4')]",111,"['Fingerprint', 'accelerometer', 'gyro', 'proximity', 'compass']",154 x 75.8 x 7.9,169,Nano-SIM,5.5,70.7,1080 x 1920,403,400,3000
2017,3310 (2017),Nokia,,,,"[('16',)]",001,[''],115.6 x 51 x 12.8,85,Micro-SIM,2.4,30.3,240 x 320,167,60,1200
2016,150,Nokia,,,,,001,[''],118 x 50.2 x 13.5,81,Mini-SIM,2.4,30.1,240 x 320,167,30,1020
2016,216,Nokia,,,,"[('16', 'RA')]",001,[''],118 x 50.2 x 13.5,82.6 (2.93 oz),Mini-SIM,2.4,30.1,240 x 320,167,40,1020
2015,230 Dual SIM,Nokia,,,,"[('16', 'RA')]",001,[''],124.6 x 53.4 x 10.9,91.8,Mini-SIM,2.8,36.5,240 x 320,143,70,1200
2015,230,Nokia,,,,"[('16', 'RA')]",001,[''],124.6 x 53.4 x 10.9,91.8,Mini-SIM,2.8,36.5,240 x 320,143,70,1200
2015,222 Dual SIM,Nokia,,,,"[('16', 'RA')]",001,[''],116 x 50 x 12.9,79,Mini-SIM,2.4,30.8,240 x 320,167,40,1100
2015,222,Nokia,,,,"[('16', 'RA')]",001,[''],116 x 50 x 12.9,79,Mini-SIM,2.4,30.8,240 x 320,167,40,1100
2015,105 Dual SIM (2015),Nokia,,,,"[('4', 'RA')]",001,[''],108.5 x 45.5 x 14.1,69.6,Mini-SIM,1.4,12.8,128 x 128,129,20,800
2015,105 (2015),Nokia,,,,"[('4', 'RA')]",001,[''],108.5 x 45.5 x 14.1,69.8,Mini-SIM,1.4,12.8,128 x 128,129,20,800
2015,215,Nokia,,,,"[('8', 'RA')]",001,[''],116 x 50 x 12.9,78.4,Mini-SIM,2.4,31.1,240 x 320,166,30,1100
2015,215 Dual SIM,Nokia,,,,"[('8', 'RA')]",001,[''],116 x 50 x 12.9,78.6,Mini-SIM,2.4,30.8,240 x 320,167,30,1100
2014,Lumia 638,Nokia,4,Microsoft,Windows,"[('8', '1')]",111,['Accelerometer'],129.5 x 66.7 x 9.2,136,Micro-SIM,4.5,64.6,480 x 854,218,100,1830
2014,N1,Nokia,4,Android,5.0,"[('32', '2')]",001,"['Accelerometer', 'gyro', 'compass']",200.7 x 138.6 x 6.9,318,,7.9,69.5,1536 x 2048,324,320,5300
2014,Lumia 730 Dual SIM,Nokia,4,Microsoft,Windows,"[('8', '1')]",011,"['Accelerometer', 'proximity', 'compass', 'sensor core']",134.7 x 68.5 x 8.7,130,Micro-SIM,4.7,64.3,720 x 1280,316,170,2200
2014,Lumia 735,Nokia,4,Microsoft,Windows,"[('8', '1')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass', 'sensor core']",134.7 x 68.5 x 8.9,134,Nano-SIM,4.7,66.0,720 x 1280,312,220,2200
2014,Lumia 830,Nokia,4,Microsoft,Windows,"[('16', '1')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",139.4 x 70.7 x 8.5,150,Nano-SIM,5.0,69.9,720 x 1280,294,330,2200
2014,130 Dual SIM,Nokia,,,,"[('4', 'RA')]",001,[''],106 x 45.5 x 13.9,67.9,Mini-SIM,1.8,21.1,128 x 160,114,20,1020
2014,130,Nokia,,,,"[('4', 'RA')]",001,[''],106 x 45.5 x 13.9,68.6,Mini-SIM,1.8,21.1,128 x 160,114,20,1020
2014,Lumia 530 Dual SIM,Nokia,4,Microsoft,Windows,"[('4', '512')]",011,['Accelerometer'],119.7 x 62.3 x 11.7,129,Micro-SIM,4.0,59.1,480 x 854,245,100,1430
2014,Lumia 530,Nokia,4,Microsoft,Windows,"[('4', '512')]",011,['Accelerometer'],119.7 x 62.3 x 11.7,129,Micro-SIM,4.0,59.1,480 x 854,245,100,1430
2014,X2 Dual SIM,Nokia,2,Android,4.3,"[('4', '1')]",011,"['Accelerometer', 'proximity']",121.7 x 68.3 x 11.1,150,Micro-SIM,4.3,63.3,480 x 800,217,90,1800
2014,225,Nokia,,,,,001,[''],124 x 55.5 x 10.4,99.8,Mini-SIM,2.8,35.3,240 x 320,143,50,1200
2014,225 Dual SIM,Nokia,,,,,001,[''],124 x 55.5 x 10.4,100.6,Mini-SIM,2.8,35.3,240 x 320,143,50,1200
2014,Lumia 930,Nokia,4,Microsoft,Windows,"[('32', '2')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass', 'sensor core']",137 x 71 x 9.8,167,Nano-SIM,5.0,70.9,1080 x 1920,441,370,2420
2014,Lumia 635,Nokia,4,Microsoft,Windows,"[('8', '512')]",111,"['Accelerometer', 'sensor core']",129.5 x 66.7 x 9.2,134,Micro-SIM,4.5,62.9,480 x 854,221,110,1830
2014,Lumia 630 Dual SIM,Nokia,4,Microsoft,Windows,"[('8', '512')]",011,"['Accelerometer', 'sensor core']",129.5 x 66.7 x 9.2,134,Micro-SIM,4.5,62.9,480 x 854,221,140,1830
2014,Lumia 630,Nokia,4,Microsoft,Windows,"[('8', '512')]",011,"['Accelerometer', 'sensor core']",129.5 x 66.7 x 9.2,134,Micro-SIM,4.5,62.9,480 x 854,221,110,1830
2014,XL,Nokia,2,Android,4.1.2,"[('4', '768')]",011,"['Accelerometer', 'proximity']",141.4 x 77.7 x 10.9,190,Micro-SIM,5.0,64.8,480 x 800,187,100,2000
2014,X+,Nokia,2,Android,4.1.2,"[('4', '768')]",011,"['Accelerometer', 'proximity']",115.5 x 63 x 10.4,128.7,Micro-SIM,4.0,62.6,480 x 800,233,120,1500
2014,X,Nokia,2,Android,4.1.2,"[('4', '512')]",011,"['Accelerometer', 'proximity']",115.5 x 63 x 10.4,128.7,Micro-SIM,4.0,62.6,480 x 800,233,100,1500
2014,Asha 230,Nokia,,Nokia,Asha,"[('64', 'RA')]",001,"['Accelerometer', 'proximity']",99.5 x 58.6 x 13.2,89.3,Micro-SIM,2.8,41.6,240 x 320,143,60,1020
2014,220,Nokia,,,,,001,[''],116.4 x 50.3 x 13.2,83.6 (2.93 oz),Mini-SIM,2.4,30.5,240 x 320,167,40,1100
2014,Lumia Icon,Nokia,4,Microsoft,Windows,"[('32', '2')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass', 'sensor core']",137 x 71 x 9.8,167,Nano-SIM,5.0,70.9,1080 x 1920,441,400,2420
2013,515,Nokia,,,,"[('256', '64')]",011,[''],114 x 48 x 11,101.1,Micro-SIM,2.4,32.6,240 x 320,167,140,1200
2013,107 Dual SIM,Nokia,,,,"[('4', 'RA')]",001,[''],112.9 x 47.5 x 14.9,75.8,Mini-SIM,1.8,19.0,128 x 160,114,20,1020
2013,106,Nokia,,,,"[('384', 'k')]",001,[''],112.9 x 47.5 x 14.9,74.2,Mini-SIM,1.8,19.0,128 x 160,114,20,800
2013,Lumia 625,Nokia,2,Microsoft,Windows,"[('8', '512')]",111,"['Accelerometer', 'proximity']",133.3 x 72.3 x 9.2,159,Micro-SIM,4.7,65.2,480 x 800,199,160,2000
2013,Lumia 1020,Nokia,2,Microsoft,Windows,"[('32', '2'), ('64', '2')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass', 'barometer']",130.4 x 71.4 x 10.4,158,Micro-SIM,4.5,61.9,768 x 1280,332,400,2000
2013,208,Nokia,,,,"[('256', '64')]",011,[''],114.2 x 50.9 x 12.8,89.6,Micro-SIM,2.4,30.7,240 x 320,167,60,1020
2013,207,Nokia,,,,"[('256', '64')]",011,[''],114.2 x 50.9 x 12.8,91.3,Micro-SIM,2.4,30.7,240 x 320,167,60,1020
2013,Lumia 925,Nokia,2,Microsoft,Windows,"[('16', '1'), ('32', '1')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",129 x 70.6 x 8.5,139,Micro-SIM,4.5,63.3,768 x 1280,332,260,2000
2013,Lumia 928,Nokia,2,Microsoft,Windows,"[('32', '1')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",133 x 68.9 x 10.1,162,Micro-SIM,4.5,62.9,768 x 1280,332,380,2000
2013,Asha 501,Nokia,,Nokia,Asha,"[('128', '64')]",001,"['Accelerometer', 'proximity']",99.2 x 58 x 12.1,98.2,Micro-SIM,3.0,48.4,240 x 320,133,80,1200
2013,Asha 210,Nokia,,,,"[('64', '32')]",001,[''],111.5 x 60 x 11.8,97.3,Mini-SIM,2.4,26.7,320 x 240,167,50,1200
2013,Lumia 720,Nokia,2,Microsoft,Windows,"[('8', '512')]",011,"['Accelerometer', 'proximity', 'compass']",127.9 x 67.5 x 9,128,Micro-SIM,4.3,61.0,480 x 800,217,200,2000
2013,Lumia 520,Nokia,2,Microsoft,Windows,"[('8', '512')]",011,"['Accelerometer', 'proximity']",119.9 x 64 x 9.9,124,Micro-SIM,4.0,59.3,480 x 800,233,70,1430
2013,301,Nokia,,,,"[('256', 'RO'), ('64', 'RA')]",011,[''],114 x 50 x 12.5,102,Mini-SIM,2.4,31.3,240 x 320,167,70,1110
2013,105,Nokia,,,,"[('8', '384')]",001,[''],107 x 44.8 x 14.3,70,Mini-SIM,1.45,14.1,128 x 128,125,20,800
2013,Asha 310,Nokia,,,,"[('20', '128')]",001,['Accelerometer'],109.9 x 54 x 13,103.7,Mini-SIM,3.0,43.2,240 x 400,155,80,1110
2012,Lumia 505,Nokia,800.0,Microsoft,Windows,"[('4', '256')]",011,"['Accelerometer', 'proximity']",118.1 x 61.2 x 11.3,131,Micro-SIM,3.7,53.9,480 x 800,252,140,1300
2012,Lumia 620,Nokia,2,Microsoft,Windows,"[('8', '512')]",011,"['Accelerometer', 'proximity', 'compass']",115.4 x 61.1 x 11,127,Micro-SIM,3.8,58.3,480 x 800,246,120,1300
2012,114,Nokia,,,,"[('16',)]",001,[''],110 x 46 x 14.8,80,Mini-SIM,1.8,20.2,128 x 160,114,30,1020
2012,206,Nokia,,,,"[('64',)]",001,[''],116 x 49.4 x 12.4,91,Mini-SIM,2.4,31.1,240 x 320,167,70,1110
2012,Asha 205,Nokia,,,,"[('64',)]",001,[''],112.8 x 61.1 x 13,94,Mini-SIM,2.4,25.9,320 x 240,167,50,1020
2012,109,Nokia,,,,"[('64', 'RO'), ('16', 'RA')]",001,[''],110 x 46 x 14.8,77,Mini-SIM,1.8,20.2,128 x 160,114,40,800
2012,Lumia 822,Nokia,2,Microsoft,Windows,"[('16', '1')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",127.8 x 68.4 x 11.2,141.6,Micro-SIM,4.3,60.2,480 x 800,217,320,1800
2012,Lumia 510,Nokia,800.0,Microsoft,Windows,"[('4', '256')]",011,"['Accelerometer', 'proximity']",120.7 x 64.9 x 11.5,129,Micro-SIM,4.0,58.1,480 x 800,233,110,1300
2012,Lumia 810,Nokia,2,Microsoft,Windows,"[('8', '1')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",127.8 x 68.4 x 10.9,145,Micro-SIM,4.3,60.2,480 x 800,217,250,1800
2012,Asha 309,Nokia,,,,"[('20', '128')]",001,['Accelerometer'],109.9 x 54 x 13.2,102,Mini-SIM,3.0,43.2,240 x 400,155,90,1110
2012,Asha 308,Nokia,,,,"[('20', '128')]",001,['Accelerometer'],109.9 x 54 x 13,104,Mini-SIM,3.0,43.2,240 x 400,155,70,1110
2012,Lumia 920,Nokia,2,Microsoft,Windows,"[('32', '1')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",130.3 x 70.8 x 10.7,185,Micro-SIM,4.5,62.5,768 x 1280,332,210,2000
2012,Lumia 820,Nokia,2,Microsoft,Windows,"[('8', '1')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",123.8 x 68.5 x 9.9,160,Micro-SIM,4.3,62.1,480 x 800,217,170,1650
2012,Asha 311,Nokia,1.0,,,"[('140', '256')]",011,"['Accelerometer', 'proximity']",106 x 52 x 12.9,95,Mini-SIM,3.0,46.5,240 x 400,155,80,1110
2012,Asha 306,Nokia,,,,"[('10', '64')]",001,['Accelerometer'],110.3 x 53.8 x 12.8,96,Mini-SIM,3.0,43.2,240 x 400,155,70,1110
2012,Asha 305,Nokia,,,,"[('10', '64')]",001,['Accelerometer'],110.3 x 53.8 x 12.8,98,Mini-SIM,3.0,43.2,240 x 400,155,70,1110
2012,113,Nokia,,,,"[('16',)]",001,[''],110 x 46 x 14.8,77,Mini-SIM,1.8,20.2,128 x 160,114,70,800
2012,112,Nokia,,,,"[('16',)]",001,[''],110.4 x 46.9 x 15.4,85.5,Mini-SIM,1.8,19.7,128 x 160,114,80,1400
2012,111,Nokia,,,,"[('10',)]",001,[''],110 x 46 x 14.8,77,Mini-SIM,1.8,20.2,128 x 160,114,50,800
2012,110,Nokia,,,,"[('10',)]",001,[''],110 x 46 x 14.5,80,Mini-SIM,1.8,20.2,128 x 160,114,40,1020
2012,Lumia 610 NFC,Nokia,800.0,Microsoft,Windows,"[('8', '256')]",011,"['Accelerometer', 'proximity', 'compass']",119 x 62 x 12,135,Micro-SIM,3.7,52.8,480 x 800,252,110,1300
2012,103,Nokia,,,,,001,[''],107.2 x 45.1 x 15.3,76.6,Mini-SIM,1.36,11.6,96 x 68,87,10,800
2012,808 PureView,Nokia,1.3,Nokia,Belle,"[('16', '512')]",011,"['Accelerometer', 'proximity', 'compass']",123.9 x 60.2 x 13.9,169,Micro-SIM,4.0,59.1,360 x 640,184,280,1400
2012,800c,Nokia,1.4,Microsoft,Windows,"[('16', '512')]",011,"['Accelerometer', 'proximity', 'compass']",116.5 x 61.2 x 12.1,142,Micro-SIM,3.7,54.7,480 x 800,252,170,1450
2012,Lumia 610,Nokia,800.0,Microsoft,Windows,"[('8', '256')]",011,"['Accelerometer', 'proximity', 'compass']",119 x 62 x 12,131.5,Micro-SIM,3.7,52.8,480 x 800,252,90,1300
2012,Asha 302,Nokia,1.0,,,"[('100', '256')]",011,[''],115.2 x 58.9 x 13.5,106,Mini-SIM,2.4,26.3,320 x 240,167,80,1320
2012,Asha 203,Nokia,,,,"[('10', '32')]",001,[''],114.8 x 49.8 x 13.9,90,Mini-SIM,2.4,31.2,240 x 320,167,80,1020
2012,Asha 202,Nokia,,,,"[('10', '32')]",001,[''],114.8 x 49.8 x 13.9,90,Mini-SIM,2.4,31.2,240 x 320,167,70,1020
2012,Lumia 900,Nokia,1.4,Microsoft,Windows,"[('16', '512')]",011,"['Accelerometer', 'gyro', 'proximity', 'compass']",127.8 x 68.5 x 11.5,160,Micro-SIM,4.3,60.1,480 x 800,217,160,1830
2012,Lumia 900 AT&T,Nokia,1.4,Microsoft,Windows,"[('16', '512')]",111,"['Accelerometer', 'gyro', 'proximity', 'compass']",127.8 x 68.5 x 11.5,160,Micro-SIM,4.3,60.1,480 x 800,217,160,1830
2011,801T,Nokia,680.0,Symbian,Anna,"[('8', '256')]",011,"['Accelerometer', 'proximity', 'compass']",125.2 x 65 x 12.8,170,Mini-SIM,4.0,54.2,360 x 640,184,220,1300
2011,X2-02,Nokia,,,,"[('10', '64')]",001,[''],113 x 50 x 15,71,Mini-SIM,2.2,26.5,240 x 320,182,60,1020
2011,Lumia 800,Nokia,1.4,Microsoft,Windows,"[('16', '512')]",011,"['Accelerometer', 'proximity', 'compass']",116.5 x 61.2 x 12.1,142,Micro-SIM,3.7,54.7,480 x 800,252,140,1450
2011,Lumia 710 T-Mobile,Nokia,1.4,Microsoft,Windows,"[('8', '512')]",011,"['Accelerometer', 'proximity', 'compass']",119 x 62.4 x 12.5,125.5,Micro-SIM,3.7,52.5,480 x 800,252,130,1300
2011,Lumia 710,Nokia,1.4,Microsoft,Windows,"[('8', '512')]",011,"['Accelerometer', 'proximity', 'compass']",119 x 62.4 x 12.5,125.5,Micro-SIM,3.7,52.5,480 x 800,252,100,1300
